"Transect.x"	"Treatment.x"	"Livestock.density.x"	"Boma.density.x"	"Plot.name"	"Block.x"	"Plot.pair.x"	"Trt.name.x"	"Replicate.x"	"Harvest"	"Harvest.date.x"	"Reharvest.date"	"GrassNetReharvestBiomass1.x"	"DwarfShrubNetReharvestBiomass1.x"	"HerbNetReharvestBiomass1.x"	"ClimberNetReharvestBiomass1.x"	"TotalBiomass1.x"	"GrassNetReharvestBiomass0.x"	"DwarfShrubNetReharvestBiomass0.x"	"HerbNetReharvestBiomass0.x"	"ClimberNetReharvestBiomass0.x"	"TotalBiomass0.x"	"rain.mm"	"min_distExclosures.x"	"boma_density.x"	"Trt.name.y"	"Transect.y"	"Treatment.y"	"Livestock.density.y"	"Boma.density.y"	"Block.y"	"Plot.pair.y"	"Replicate.y"	"Harvest.date.y"	"GrassNetReharvestBiomass1.y"	"DwarfShrubNetReharvestBiomass1.y"	"HerbNetReharvestBiomass1.y"	"ClimberNetReharvestBiomass1.y"	"TotalBiomass1.y"	"GrassNetReharvestBiomass0.y"	"DwarfShrubNetReharvestBiomass0.y"	"HerbNetReharvestBiomass0.y"	"ClimberNetReharvestBiomass0.y"	"TotalBiomass0.y"	"min_distExclosures.y"	"boma_density.y"	"X"	"Y"	"nearest_in_set2"	"fX"
3	"Exclosure"	"Medium"	"Low"	"B3Ex2P1"	"B3"	"B6"	"B3Ex2"	1	"double"	""	"25.11.2012"	181	2.4	0	0	183.4	181	2.4	0	0	183.4	78.30000034	2308.957475	1.24e-06	"B3Ex2"	3	"Exclosure"	"Medium"	"Low"	"B3"	"B6"	1	""	181	2.4	0	0	183.4	181	2.4	0	0	183.4	2308.95747471062	1.24155704371316e-06	351268	653499	12	"B4"
3	"Exclosure"	"Medium"	"Low"	"B3Ex2P2"	"B3"	"B6"	"B3Ex2"	2	"double"	""	"25.11.2012"	83.3	0	0	2.5	85.8	83.3	0	0	2.5	85.8	78.30000034	2308.957475	1.24e-06	"B3Ex2"	3	"Exclosure"	"Medium"	"Low"	"B3"	"B6"	2	""	83.3	0	0	2.5	85.8	83.3	0	0	2.5	85.8	2308.95747471062	1.24155704371316e-06	351268	653499	12	"B4"
3	"Exclosure"	"Medium"	"Low"	"B3Ex2P3"	"B3"	"B6"	"B3Ex2"	3	"double"	""	"25.11.2012"	225.3	0	10.7	14.4	250.4	225.3	0	10.7	14.4	250.4	78.30000034	2308.957475	1.24e-06	"B3Ex2"	3	"Exclosure"	"Medium"	"Low"	"B3"	"B6"	3	""	225.3	0	10.7	14.4	250.4	225.3	0	10.7	14.4	250.4	2308.95747471062	1.24155704371316e-06	351268	653499	12	"B4"
3	"Exclosure"	"Medium"	"Low"	"B3Ex2P4"	"B3"	"B6"	"B3Ex2"	4	"double"	""	"25.11.2012"	152.7	53.6	0	0	206.3	152.7	53.6	0	0	206.3	78.30000034	2308.957475	1.24e-06	"B3Ex2"	3	"Exclosure"	"Medium"	"Low"	"B3"	"B6"	4	""	152.7	53.6	0	0	206.3	152.7	53.6	0	0	206.3	2308.95747471062	1.24155704371316e-06	351268	653499	12	"B4"
3	"Exclosure"	"Medium"	"Low"	"B3Ex2P5"	"B3"	"B6"	"B3Ex2"	5	"double"	""	"25.11.2012"	113	0	0	0	113	113	0	0	0	113	78.30000034	2308.957475	1.24e-06	"B3Ex2"	3	"Exclosure"	"Medium"	"Low"	"B3"	"B6"	5	""	113	0	0	0	113	113	0	0	0	113	2308.95747471062	1.24155704371316e-06	351268	653499	12	"B4"
3	"Control"	"Medium"	"Low"	"B3Ex2Cp1P1"	"B3"	"B6"	"B3Ex2"	1	"double"	""	"25.11.2012"	89.1	0	0	0	89.1	89.1	0	0	0	89.1	78.30000034	2308.957475	1.24e-06	"B3Ex2"	3	"Control"	"Medium"	"Low"	"B3"	"B6"	1	""	89.1	0	0	0	89.1	89.1	0	0	0	89.1	2308.95747471062	1.24155704371316e-06	351268	653499	12	"B4"
3	"Control"	"Medium"	"Low"	"B3Ex2Cp1P2"	"B3"	"B6"	"B3Ex2"	2	"double"	""	"25.11.2012"	90.3	0	0	0	90.3	90.3	0	0	0	90.3	78.30000034	2308.957475	1.24e-06	"B3Ex2"	3	"Control"	"Medium"	"Low"	"B3"	"B6"	2	""	90.3	0	0	0	90.3	90.3	0	0	0	90.3	2308.95747471062	1.24155704371316e-06	351268	653499	12	"B4"
3	"Control"	"Medium"	"Low"	"B3Ex2Cp1P3"	"B3"	"B6"	"B3Ex2"	3	"double"	""	"25.11.2012"	99.1	0	0	0	99.1	99.1	0	0	0	99.1	78.30000034	2308.957475	1.24e-06	"B3Ex2"	3	"Control"	"Medium"	"Low"	"B3"	"B6"	3	""	99.1	0	0	0	99.1	99.1	0	0	0	99.1	2308.95747471062	1.24155704371316e-06	351268	653499	12	"B4"
3	"Control"	"Medium"	"Low"	"B3Ex2Cp1P4"	"B3"	"B6"	"B3Ex2"	4	"double"	""	"25.11.2012"	33.6	0	20.6	0	54.2	33.6	0	20.6	0	54.2	78.30000034	2308.957475	1.24e-06	"B3Ex2"	3	"Control"	"Medium"	"Low"	"B3"	"B6"	4	""	33.6	0	20.6	0	54.2	33.6	0	20.6	0	54.2	2308.95747471062	1.24155704371316e-06	351268	653499	12	"B4"
3	"Control"	"Medium"	"Low"	"B3Ex2Cp1P5"	"B3"	"B6"	"B3Ex2"	5	"double"	""	"25.11.2012"	69	0	0	0	69	69	0	0	0	69	78.30000034	2308.957475	1.24e-06	"B3Ex2"	3	"Control"	"Medium"	"Low"	"B3"	"B6"	5	""	69	0	0	0	69	69	0	0	0	69	2308.95747471062	1.24155704371316e-06	351268	653499	12	"B4"
3	"Exclosure"	"Low"	"Low"	"B4Ex1P1"	"B4"	"B7"	"B4Ex1"	1	"double"	""	"25.11.2012"	143.2	41.4	19.8	0	204.4	143.2	41.4	19.8	0	204.4	77.90000033	2514.430436	8.36e-07	"B4Ex1"	3	"Exclosure"	"Low"	"Low"	"B4"	"B7"	1	""	143.2	41.4	19.8	0	204.4	143.2	41.4	19.8	0	204.4	2514.43043619164	8.36311009231797e-07	350088	654328	3	"B1"
3	"Exclosure"	"Low"	"Low"	"B4Ex1P2"	"B4"	"B7"	"B4Ex1"	2	"double"	""	"25.11.2012"	150.4	39.7	15.1	0	205.2	150.4	39.7	15.1	0	205.2	77.90000033	2514.430436	8.36e-07	"B4Ex1"	3	"Exclosure"	"Low"	"Low"	"B4"	"B7"	2	""	150.4	39.7	15.1	0	205.2	150.4	39.7	15.1	0	205.2	2514.43043619164	8.36311009231797e-07	350088	654328	3	"B1"
3	"Exclosure"	"Low"	"Low"	"B4Ex1P3"	"B4"	"B7"	"B4Ex1"	3	"double"	""	"25.11.2012"	158.5	7.5	20.5	0	186.5	158.5	7.5	20.5	0	186.5	77.90000033	2514.430436	8.36e-07	"B4Ex1"	3	"Exclosure"	"Low"	"Low"	"B4"	"B7"	3	""	158.5	7.5	20.5	0	186.5	158.5	7.5	20.5	0	186.5	2514.43043619164	8.36311009231797e-07	350088	654328	3	"B1"
3	"Exclosure"	"Low"	"Low"	"B4Ex1P4"	"B4"	"B7"	"B4Ex1"	4	"double"	""	"25.11.2012"	258.1	0	15.2	0	273.3	258.1	0	15.2	0	273.3	77.90000033	2514.430436	8.36e-07	"B4Ex1"	3	"Exclosure"	"Low"	"Low"	"B4"	"B7"	4	""	258.1	0	15.2	0	273.3	258.1	0	15.2	0	273.3	2514.43043619164	8.36311009231797e-07	350088	654328	3	"B1"
3	"Exclosure"	"Low"	"Low"	"B4Ex1P5"	"B4"	"B7"	"B4Ex1"	5	"double"	""	"25.11.2012"	198.8	0	1.5	10.8	211.1	198.8	0	1.5	10.8	211.1	77.90000033	2514.430436	8.36e-07	"B4Ex1"	3	"Exclosure"	"Low"	"Low"	"B4"	"B7"	5	""	198.8	0	1.5	10.8	211.1	198.8	0	1.5	10.8	211.1	2514.43043619164	8.36311009231797e-07	350088	654328	3	"B1"
3	"Control"	"Low"	"Low"	"B4Ex1Cp1P1"	"B4"	"B7"	"B4Ex1"	1	"double"	""	"25.11.2012"	69	1.9	26.3	21.4	118.6	69	1.9	26.3	21.4	118.6	77.90000033	2514.430436	8.36e-07	"B4Ex1"	3	"Control"	"Low"	"Low"	"B4"	"B7"	1	""	69	1.9	26.3	21.4	118.6	69	1.9	26.3	21.4	118.6	2514.43043619164	8.36311009231797e-07	350088	654328	3	"B1"
3	"Control"	"Low"	"Low"	"B4Ex1Cp1P2"	"B4"	"B7"	"B4Ex1"	2	"double"	""	"25.11.2012"	262.1	0	12	28.9	303	262.1	0	12	28.9	303	77.90000033	2514.430436	8.36e-07	"B4Ex1"	3	"Control"	"Low"	"Low"	"B4"	"B7"	2	""	262.1	0	12	28.9	303	262.1	0	12	28.9	303	2514.43043619164	8.36311009231797e-07	350088	654328	3	"B1"
3	"Control"	"Low"	"Low"	"B4Ex1Cp1P3"	"B4"	"B7"	"B4Ex1"	3	"double"	""	"25.11.2012"	60.1	35.3	20.8	68.4	184.6	60.1	35.3	20.8	68.4	184.6	77.90000033	2514.430436	8.36e-07	"B4Ex1"	3	"Control"	"Low"	"Low"	"B4"	"B7"	3	""	60.1	35.3	20.8	68.4	184.6	60.1	35.3	20.8	68.4	184.6	2514.43043619164	8.36311009231797e-07	350088	654328	3	"B1"
3	"Control"	"Low"	"Low"	"B4Ex1Cp1P4"	"B4"	"B7"	"B4Ex1"	4	"double"	""	"25.11.2012"	109.1	3.2	5.8	35.9	154	109.1	3.2	5.8	35.9	154	77.90000033	2514.430436	8.36e-07	"B4Ex1"	3	"Control"	"Low"	"Low"	"B4"	"B7"	4	""	109.1	3.2	5.8	35.9	154	109.1	3.2	5.8	35.9	154	2514.43043619164	8.36311009231797e-07	350088	654328	3	"B1"
3	"Control"	"Low"	"Low"	"B4Ex1Cp1P5"	"B4"	"B7"	"B4Ex1"	5	"double"	""	"25.11.2012"	129.2	13	2.1	0	144.3	129.2	13	2.1	0	144.3	77.90000033	2514.430436	8.36e-07	"B4Ex1"	3	"Control"	"Low"	"Low"	"B4"	"B7"	5	""	129.2	13	2.1	0	144.3	129.2	13	2.1	0	144.3	2514.43043619164	8.36311009231797e-07	350088	654328	3	"B1"
2	"Exclosure"	"Low"	"Low"	"B5Ex1P1"	"B5"	"B8"	"B5Ex1"	1	"double"	""	"25.11.2012"	289.3	0	0	0	289.3	289.3	0	0	0	289.3	77.90000033	4412.834768	1.47e-06	"B5Ex1"	2	"Exclosure"	"Low"	"Low"	"B5"	"B8"	1	""	289.3	0	0	0	289.3	289.3	0	0	0	289.3	4412.83476798843	1.46577860426866e-06	350971	656320	6	"B3"
2	"Exclosure"	"Low"	"Low"	"B5Ex1P2"	"B5"	"B8"	"B5Ex1"	2	"double"	""	"25.11.2012"	203.1	0	0	0	203.1	203.1	0	0	0	203.1	77.90000033	4412.834768	1.47e-06	"B5Ex1"	2	"Exclosure"	"Low"	"Low"	"B5"	"B8"	2	""	203.1	0	0	0	203.1	203.1	0	0	0	203.1	4412.83476798843	1.46577860426866e-06	350971	656320	6	"B3"
2	"Exclosure"	"Low"	"Low"	"B5Ex1P3"	"B5"	"B8"	"B5Ex1"	3	"double"	""	"25.11.2012"	217.8	0	1.3	0.6	219.7	217.8	0	1.3	0.6	219.7	77.90000033	4412.834768	1.47e-06	"B5Ex1"	2	"Exclosure"	"Low"	"Low"	"B5"	"B8"	3	""	217.8	0	1.3	0.6	219.7	217.8	0	1.3	0.6	219.7	4412.83476798843	1.46577860426866e-06	350971	656320	6	"B3"
2	"Exclosure"	"Low"	"Low"	"B5Ex1P4"	"B5"	"B8"	"B5Ex1"	4	"double"	""	"25.11.2012"	252.6	0	0	0	252.6	252.6	0	0	0	252.6	77.90000033	4412.834768	1.47e-06	"B5Ex1"	2	"Exclosure"	"Low"	"Low"	"B5"	"B8"	4	""	252.6	0	0	0	252.6	252.6	0	0	0	252.6	4412.83476798843	1.46577860426866e-06	350971	656320	6	"B3"
2	"Exclosure"	"Low"	"Low"	"B5Ex1P5"	"B5"	"B8"	"B5Ex1"	5	"double"	""	"25.11.2012"	174.9	0	2.7	0	177.6	174.9	0	2.7	0	177.6	77.90000033	4412.834768	1.47e-06	"B5Ex1"	2	"Exclosure"	"Low"	"Low"	"B5"	"B8"	5	""	174.9	0	2.7	0	177.6	174.9	0	2.7	0	177.6	4412.83476798843	1.46577860426866e-06	350971	656320	6	"B3"
2	"Control"	"Low"	"Low"	"B5Ex1Cp1P1"	"B5"	"B8"	"B5Ex1"	1	"double"	""	"25.11.2012"	169.2	3.7	1.8	0.1	174.8	169.2	3.7	1.8	0.1	174.8	77.90000033	4412.834768	1.47e-06	"B5Ex1"	2	"Control"	"Low"	"Low"	"B5"	"B8"	1	""	169.2	3.7	1.8	0.1	174.8	169.2	3.7	1.8	0.1	174.8	4412.83476798843	1.46577860426866e-06	350971	656320	6	"B3"
2	"Control"	"Low"	"Low"	"B5Ex1Cp1P2"	"B5"	"B8"	"B5Ex1"	2	"double"	""	"25.11.2012"	242.7	0	0	0	242.7	242.7	0	0	0	242.7	77.90000033	4412.834768	1.47e-06	"B5Ex1"	2	"Control"	"Low"	"Low"	"B5"	"B8"	2	""	242.7	0	0	0	242.7	242.7	0	0	0	242.7	4412.83476798843	1.46577860426866e-06	350971	656320	6	"B3"
2	"Control"	"Low"	"Low"	"B5Ex1Cp1P3"	"B5"	"B8"	"B5Ex1"	3	"double"	""	"25.11.2012"	298.8	0	0	0	298.8	298.8	0	0	0	298.8	77.90000033	4412.834768	1.47e-06	"B5Ex1"	2	"Control"	"Low"	"Low"	"B5"	"B8"	3	""	298.8	0	0	0	298.8	298.8	0	0	0	298.8	4412.83476798843	1.46577860426866e-06	350971	656320	6	"B3"
2	"Control"	"Low"	"Low"	"B5Ex1Cp1P4"	"B5"	"B8"	"B5Ex1"	4	"double"	""	"25.11.2012"	232.1	0	0	9.7	241.8	232.1	0	0	9.7	241.8	77.90000033	4412.834768	1.47e-06	"B5Ex1"	2	"Control"	"Low"	"Low"	"B5"	"B8"	4	""	232.1	0	0	9.7	241.8	232.1	0	0	9.7	241.8	4412.83476798843	1.46577860426866e-06	350971	656320	6	"B3"
2	"Control"	"Low"	"Low"	"B5Ex1Cp1P5"	"B5"	"B8"	"B5Ex1"	5	"double"	""	"25.11.2012"	392.1	0	5.4	6.2	403.7	392.1	0	5.4	6.2	403.7	77.90000033	4412.834768	1.47e-06	"B5Ex1"	2	"Control"	"Low"	"Low"	"B5"	"B8"	5	""	392.1	0	5.4	6.2	403.7	392.1	0	5.4	6.2	403.7	4412.83476798843	1.46577860426866e-06	350971	656320	6	"B3"
1	"Exclosure"	"Low"	"Low"	"B6Ex1P1"	"B6"	"B9"	"B6Ex1"	1	"double"	""	"25.11.2012"	134.3	0	8.7	0	143	134.3	0	8.7	0	143	76.40000105	5663.614548	1.1e-06	"B6Ex1"	1	"Exclosure"	"Low"	"Low"	"B6"	"B9"	1	""	134.3	0	8.7	0	143	134.3	0	8.7	0	143	5663.61454792529	1.10141739813331e-06	350375	658603	1	"B2"
1	"Exclosure"	"Low"	"Low"	"B6Ex1P2"	"B6"	"B9"	"B6Ex1"	2	"double"	""	"25.11.2012"	178.2	8.7	57.7	0	244.6	178.2	8.7	57.7	0	244.6	76.40000105	5663.614548	1.1e-06	"B6Ex1"	1	"Exclosure"	"Low"	"Low"	"B6"	"B9"	2	""	178.2	8.7	57.7	0	244.6	178.2	8.7	57.7	0	244.6	5663.61454792529	1.10141739813331e-06	350375	658603	1	"B2"
1	"Exclosure"	"Low"	"Low"	"B6Ex1P3"	"B6"	"B9"	"B6Ex1"	3	"double"	""	"25.11.2012"	165.4	0	0.4	0	165.8	165.4	0	0.4	0	165.8	76.40000105	5663.614548	1.1e-06	"B6Ex1"	1	"Exclosure"	"Low"	"Low"	"B6"	"B9"	3	""	165.4	0	0.4	0	165.8	165.4	0	0.4	0	165.8	5663.61454792529	1.10141739813331e-06	350375	658603	1	"B2"
1	"Exclosure"	"Low"	"Low"	"B6Ex1P4"	"B6"	"B9"	"B6Ex1"	4	"double"	""	"25.11.2012"	165.3	0	0	0	165.3	165.3	0	0	0	165.3	76.40000105	5663.614548	1.1e-06	"B6Ex1"	1	"Exclosure"	"Low"	"Low"	"B6"	"B9"	4	""	165.3	0	0	0	165.3	165.3	0	0	0	165.3	5663.61454792529	1.10141739813331e-06	350375	658603	1	"B2"
1	"Exclosure"	"Low"	"Low"	"B6Ex1P5"	"B6"	"B9"	"B6Ex1"	5	"double"	""	"25.11.2012"	125	0	5.7	0	130.7	125	0	5.7	0	130.7	76.40000105	5663.614548	1.1e-06	"B6Ex1"	1	"Exclosure"	"Low"	"Low"	"B6"	"B9"	5	""	125	0	5.7	0	130.7	125	0	5.7	0	130.7	5663.61454792529	1.10141739813331e-06	350375	658603	1	"B2"
1	"Control"	"Low"	"Low"	"B6Ex1Cp1P1"	"B6"	"B9"	"B6Ex1"	1	"double"	""	"25.11.2012"	90.2	48.6	0.3	0	139.1	90.2	48.6	0.3	0	139.1	76.40000105	5663.614548	1.1e-06	"B6Ex1"	1	"Control"	"Low"	"Low"	"B6"	"B9"	1	""	90.2	48.6	0.3	0	139.1	90.2	48.6	0.3	0	139.1	5663.61454792529	1.10141739813331e-06	350375	658603	1	"B2"
1	"Control"	"Low"	"Low"	"B6Ex1Cp1P2"	"B6"	"B9"	"B6Ex1"	2	"double"	""	"25.11.2012"	114.7	30.8	0.3	0	145.8	114.7	30.8	0.3	0	145.8	76.40000105	5663.614548	1.1e-06	"B6Ex1"	1	"Control"	"Low"	"Low"	"B6"	"B9"	2	""	114.7	30.8	0.3	0	145.8	114.7	30.8	0.3	0	145.8	5663.61454792529	1.10141739813331e-06	350375	658603	1	"B2"
1	"Control"	"Low"	"Low"	"B6Ex1Cp1P3"	"B6"	"B9"	"B6Ex1"	3	"double"	""	"25.11.2012"	53.8	5.1	5	0	63.9	53.8	5.1	5	0	63.9	76.40000105	5663.614548	1.1e-06	"B6Ex1"	1	"Control"	"Low"	"Low"	"B6"	"B9"	3	""	53.8	5.1	5	0	63.9	53.8	5.1	5	0	63.9	5663.61454792529	1.10141739813331e-06	350375	658603	1	"B2"
1	"Control"	"Low"	"Low"	"B6Ex1Cp1P4"	"B6"	"B9"	"B6Ex1"	4	"double"	""	"25.11.2012"	292.5	2	0	0	294.5	292.5	2	0	0	294.5	76.40000105	5663.614548	1.1e-06	"B6Ex1"	1	"Control"	"Low"	"Low"	"B6"	"B9"	4	""	292.5	2	0	0	294.5	292.5	2	0	0	294.5	5663.61454792529	1.10141739813331e-06	350375	658603	1	"B2"
1	"Control"	"Low"	"Low"	"B6Ex1Cp1P5"	"B6"	"B9"	"B6Ex1"	5	"double"	""	"25.11.2012"	45.8	18.2	0	0.3	64.3	45.8	18.2	0	0.3	64.3	76.40000105	5663.614548	1.1e-06	"B6Ex1"	1	"Control"	"Low"	"Low"	"B6"	"B9"	5	""	45.8	18.2	0	0.3	64.3	45.8	18.2	0	0.3	64.3	5663.61454792529	1.10141739813331e-06	350375	658603	1	"B2"
1	"Exclosure"	"High"	"High"	"B1Ex1P1"	"B1"	"B1"	"B1Ex1"	1	"double"	"25.11.2012"	"21.6.2013"	31.3	0	2.7	0	34	136.2	1.4	0	0	137.6	256.2999961	3094.192813	2.93e-06	"B1Ex1"	1	"Exclosure"	"High"	"High"	"B1"	"B1"	1	"25.11.2012"	31.3	0	2.7	0	34	136.2	1.4	0	0	137.6	3094.19281346409	2.92553540750063e-06	352629	657160	10	"B8"
1	"Exclosure"	"High"	"High"	"B1Ex1P2"	"B1"	"B1"	"B1Ex1"	2	"double"	"25.11.2012"	"21.6.2013"	35.1	0	0	0	35.1	81.3	0	0	0	81.3	256.2999961	3094.192813	2.93e-06	"B1Ex1"	1	"Exclosure"	"High"	"High"	"B1"	"B1"	2	"25.11.2012"	35.1	0	0	0	35.1	81.3	0	0	0	81.3	3094.19281346409	2.92553540750063e-06	352629	657160	10	"B8"
1	"Exclosure"	"High"	"High"	"B1Ex1P3"	"B1"	"B1"	"B1Ex1"	3	"double"	"25.11.2012"	"21.6.2013"	60.1	14	0	0	74.1	181.7	0	1.5	0	183.2	256.2999961	3094.192813	2.93e-06	"B1Ex1"	1	"Exclosure"	"High"	"High"	"B1"	"B1"	3	"25.11.2012"	60.1	14	0	0	74.1	181.7	0	1.5	0	183.2	3094.19281346409	2.92553540750063e-06	352629	657160	10	"B8"
1	"Exclosure"	"High"	"High"	"B1Ex1P4"	"B1"	"B1"	"B1Ex1"	4	"double"	"25.11.2012"	"21.6.2013"	54.9	0	1.2	0	56.1	64.3	0	0	0	64.3	256.2999961	3094.192813	2.93e-06	"B1Ex1"	1	"Exclosure"	"High"	"High"	"B1"	"B1"	4	"25.11.2012"	54.9	0	1.2	0	56.1	64.3	0	0	0	64.3	3094.19281346409	2.92553540750063e-06	352629	657160	10	"B8"
1	"Exclosure"	"High"	"High"	"B1Ex1P5"	"B1"	"B1"	"B1Ex1"	5	"double"	"25.11.2012"	"21.6.2013"	65.9	0	2.8	0	68.7	64.5	5.5	0	0	70	256.2999961	3094.192813	2.93e-06	"B1Ex1"	1	"Exclosure"	"High"	"High"	"B1"	"B1"	5	"25.11.2012"	65.9	0	2.8	0	68.7	64.5	5.5	0	0	70	3094.19281346409	2.92553540750063e-06	352629	657160	10	"B8"
1	"Control"	"High"	"High"	"B1Ex1Cp1P1"	"B1"	"B1"	"B1Ex1"	1	"double"	"25.11.2012"	"21.6.2013"	26.3	0	0	0	26.3	81.9	0	0	0	81.9	256.2999961	3094.192813	2.93e-06	"B1Ex1"	1	"Control"	"High"	"High"	"B1"	"B1"	1	"25.11.2012"	26.3	0	0	0	26.3	81.9	0	0	0	81.9	3094.19281346409	2.92553540750063e-06	352629	657160	10	"B8"
1	"Control"	"High"	"High"	"B1Ex1Cp1P2"	"B1"	"B1"	"B1Ex1"	2	"double"	"25.11.2012"	"21.6.2013"	28.6	0	0	0	28.6	111.3	1.9	0.7	0	113.9	256.2999961	3094.192813	2.93e-06	"B1Ex1"	1	"Control"	"High"	"High"	"B1"	"B1"	2	"25.11.2012"	28.6	0	0	0	28.6	111.3	1.9	0.7	0	113.9	3094.19281346409	2.92553540750063e-06	352629	657160	10	"B8"
1	"Control"	"High"	"High"	"B1Ex1Cp1P3"	"B1"	"B1"	"B1Ex1"	3	"double"	"25.11.2012"	"21.6.2013"	27.9	0	0	0	27.9	48.7	10.4	0	0	59.1	256.2999961	3094.192813	2.93e-06	"B1Ex1"	1	"Control"	"High"	"High"	"B1"	"B1"	3	"25.11.2012"	27.9	0	0	0	27.9	48.7	10.4	0	0	59.1	3094.19281346409	2.92553540750063e-06	352629	657160	10	"B8"
1	"Control"	"High"	"High"	"B1Ex1Cp1P4"	"B1"	"B1"	"B1Ex1"	4	"double"	"25.11.2012"	"21.6.2013"	46.4	0	0	0	46.4	100	0	0	1.2	101.2	256.2999961	3094.192813	2.93e-06	"B1Ex1"	1	"Control"	"High"	"High"	"B1"	"B1"	4	"25.11.2012"	46.4	0	0	0	46.4	100	0	0	1.2	101.2	3094.19281346409	2.92553540750063e-06	352629	657160	10	"B8"
1	"Control"	"High"	"High"	"B1Ex1Cp1P5"	"B1"	"B1"	"B1Ex1"	5	"double"	"25.11.2012"	"21.6.2013"	31.6	0	0	0	31.6	150.1	0	1.7	0	151.8	256.2999961	3094.192813	2.93e-06	"B1Ex1"	1	"Control"	"High"	"High"	"B1"	"B1"	5	"25.11.2012"	31.6	0	0	0	31.6	150.1	0	1.7	0	151.8	3094.19281346409	2.92553540750063e-06	352629	657160	10	"B8"
1	"Exclosure"	"Medium"	"High"	"B1Ex2P1"	"B1"	"B2"	"B1Ex2"	1	"double"	"25.11.2012"	"21.6.2013"	37.9	0	0	0	37.9	110.8	0	0	0	110.8	256.2999961	3645.220522	2.35e-06	"B1Ex2"	1	"Exclosure"	"Medium"	"High"	"B1"	"B2"	1	"25.11.2012"	37.9	0	0	0	37.9	110.8	0	0	0	110.8	3645.22052230114	2.35215215926105e-06	352085	657284	10	"B6"
1	"Exclosure"	"Medium"	"High"	"B1Ex2P2"	"B1"	"B2"	"B1Ex2"	2	"double"	"25.11.2012"	"21.6.2013"	53.8	0	0	10.8	64.6	66.5	0	0	23.5	90	256.2999961	3645.220522	2.35e-06	"B1Ex2"	1	"Exclosure"	"Medium"	"High"	"B1"	"B2"	2	"25.11.2012"	53.8	0	0	10.8	64.6	66.5	0	0	23.5	90	3645.22052230114	2.35215215926105e-06	352085	657284	10	"B6"
1	"Exclosure"	"Medium"	"High"	"B1Ex2P3"	"B1"	"B2"	"B1Ex2"	3	"double"	"25.11.2012"	"21.6.2013"	83.4	4.2	0	0	87.6	208.1	0	0	0	208.1	256.2999961	3645.220522	2.35e-06	"B1Ex2"	1	"Exclosure"	"Medium"	"High"	"B1"	"B2"	3	"25.11.2012"	83.4	4.2	0	0	87.6	208.1	0	0	0	208.1	3645.22052230114	2.35215215926105e-06	352085	657284	10	"B6"
1	"Exclosure"	"Medium"	"High"	"B1Ex2P4"	"B1"	"B2"	"B1Ex2"	4	"double"	"25.11.2012"	"21.6.2013"	45.9	8.4	0	0	54.3	147.9	0	0	0	147.9	256.2999961	3645.220522	2.35e-06	"B1Ex2"	1	"Exclosure"	"Medium"	"High"	"B1"	"B2"	4	"25.11.2012"	45.9	8.4	0	0	54.3	147.9	0	0	0	147.9	3645.22052230114	2.35215215926105e-06	352085	657284	10	"B6"
1	"Exclosure"	"Medium"	"High"	"B1Ex2P5"	"B1"	"B2"	"B1Ex2"	5	"double"	"25.11.2012"	"21.6.2013"	69.8	0	3	0	72.8	63.8	0	1.8	0	65.6	256.2999961	3645.220522	2.35e-06	"B1Ex2"	1	"Exclosure"	"Medium"	"High"	"B1"	"B2"	5	"25.11.2012"	69.8	0	3	0	72.8	63.8	0	1.8	0	65.6	3645.22052230114	2.35215215926105e-06	352085	657284	10	"B6"
1	"Control"	"Medium"	"High"	"B1Ex2Cp1P1"	"B1"	"B2"	"B1Ex2"	1	"double"	"25.11.2012"	"21.6.2013"	25	4.9	0	0	29.9	69.5	5.2	0	0	74.7	256.2999961	3645.220522	2.35e-06	"B1Ex2"	1	"Control"	"Medium"	"High"	"B1"	"B2"	1	"25.11.2012"	25	4.9	0	0	29.9	69.5	5.2	0	0	74.7	3645.22052230114	2.35215215926105e-06	352085	657284	10	"B6"
1	"Control"	"Medium"	"High"	"B1Ex2Cp1P2"	"B1"	"B2"	"B1Ex2"	2	"double"	"25.11.2012"	"21.6.2013"	10.8	2	0	0	12.8	48.6	1.4	0	0	50	256.2999961	3645.220522	2.35e-06	"B1Ex2"	1	"Control"	"Medium"	"High"	"B1"	"B2"	2	"25.11.2012"	10.8	2	0	0	12.8	48.6	1.4	0	0	50	3645.22052230114	2.35215215926105e-06	352085	657284	10	"B6"
1	"Control"	"Medium"	"High"	"B1Ex2Cp1P3"	"B1"	"B2"	"B1Ex2"	3	"double"	"25.11.2012"	"21.6.2013"	25.4	0	0	0	25.4	66.9	0	0	0	66.9	256.2999961	3645.220522	2.35e-06	"B1Ex2"	1	"Control"	"Medium"	"High"	"B1"	"B2"	3	"25.11.2012"	25.4	0	0	0	25.4	66.9	0	0	0	66.9	3645.22052230114	2.35215215926105e-06	352085	657284	10	"B6"
1	"Control"	"Medium"	"High"	"B1Ex2Cp1P4"	"B1"	"B2"	"B1Ex2"	4	"double"	"25.11.2012"	"21.6.2013"	26.3	0	0	0.8	27.1	98.8	2.2	0	0	101	256.2999961	3645.220522	2.35e-06	"B1Ex2"	1	"Control"	"Medium"	"High"	"B1"	"B2"	4	"25.11.2012"	26.3	0	0	0.8	27.1	98.8	2.2	0	0	101	3645.22052230114	2.35215215926105e-06	352085	657284	10	"B6"
