Trt.name	Transect	Treatment	Livestock.density	Boma.density	Plot.name	Block	Replicate	Harvest	Harvest.date	Reharvest.date	GrassNetReharvestBiomass1	DwarfShrubNetReharvestBiomass1	HerbNetReharvestBiomass1	ClimberNetReharvestBiomass1	TotalBiomass1	GrassNetReharvestBiomass0	DwarfShrubNetReharvestBiomass0	HerbNetReharvestBiomass0	ClimberNetReharvestBiomass0	TotalBiomass0	rain.mm	X	Y	nearest_in_set2	min_distExclosures	boma_density	Date	Burchells_ZebraMetBio	CattleMetBio	Grants_GazelleMetBio	Greater_KuduMetBio	Swaynes_HartebeestMetBio	harvest_code
B1Ex1	1	Control	High	High	B1Ex1Cp1P1	B1	1	double	21/06/2013	21/11/2013	1.9	0	0	0	1.9	33.6	0	11.4	0	45	35.69999981	352629	657160	10	3094.192813	2.93E-06	2	17.64647681	0	1.761236578	0	0	High-Control
B1Ex1	1	Control	High	High	B1Ex1Cp1P2	B1	2	double	21/06/2013	21/11/2013	20.6	0	0	0	20.6	43.7	0	0	0	43.7	35.69999981	352629	657160	10	3094.192813	2.93E-06	2	17.64647681	0	1.761236578	0	0	High-Control
B1Ex1	1	Control	High	High	B1Ex1Cp1P3	B1	3	double	21/06/2013	21/11/2013	13.5	0	0	0	13.5	17	0	0	0	17	35.69999981	352629	657160	10	3094.192813	2.93E-06	2	17.64647681	0	1.761236578	0	0	High-Control
B1Ex1	1	Control	High	High	B1Ex1Cp1P4	B1	4	double	21/06/2013	21/11/2013	26.6	0	0	0	26.6	111.8	0	0	0	111.8	35.69999981	352629	657160	10	3094.192813	2.93E-06	2	17.64647681	0	1.761236578	0	0	High-Control
B1Ex1	1	Control	High	High	B1Ex1Cp1P5	B1	5	double	21/06/2013	21/11/2013	3.2	0	0	0	3.2	39.5	0	3.3	2.8	45.6	35.69999981	352629	657160	10	3094.192813	2.93E-06	2	17.64647681	0	1.761236578	0	0	High-Control
B1Ex1	1	Exclosure	High	High	B1Ex1P1	B1	1	double	25/11/2012	21/06/2013	31.3	0	2.7	0	34	136.2	1.4	0	0	137.6	256.2999961	352629	657160	10	3094.192813	2.93E-06	1	79.17385645	0	2.962035049	0	0	High-Exclosure
B1Ex1	1	Exclosure	High	High	B1Ex1P2	B1	2	double	25/11/2012	21/06/2013	35.1	0	0	0	35.1	81.3	0	0	0	81.3	256.2999961	352629	657160	10	3094.192813	2.93E-06	1	79.17385645	0	2.962035049	0	0	High-Exclosure
B1Ex1	1	Exclosure	High	High	B1Ex1P1	B1	1	double	21/06/2013	21/11/2013	26.6	0	0	1.8	28.4	75.1	0	0	0	75.1	35.69999981	352629	657160	10	3094.192813	2.93E-06	2	17.64647681	0	1.761236578	0	0	High-Exclosure
B1Ex1	1	Exclosure	High	High	B1Ex1P2	B1	2	double	21/06/2013	21/11/2013	14.4	0	0	0	14.4	79.3	0	2.9	3.5	85.7	35.69999981	352629	657160	10	3094.192813	2.93E-06	2	17.64647681	0	1.761236578	0	0	High-Exclosure
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P1	B1	1	double	21/06/2013	21/11/2013	26.7	0	0	0	26.7	63.2	0	0	0	63.2	35.69999981	352085	657284	10	3645.220522	2.35E-06	2	17.64647681	0	1.761236578	0	0	High-Control
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P2	B1	2	double	21/06/2013	21/11/2013	92.4	8.3	11.6	0	112.3	80.6	0	0	0	80.6	35.69999981	352085	657284	10	3645.220522	2.35E-06	2	17.64647681	0	1.761236578	0	0	High-Control
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P5	B1	5	double	21/06/2013	21/11/2013	24.3	0	0	25.4	49.7	33.9	6.6	0	0	40.5	35.69999981	352085	657284	10	3645.220522	2.35E-06	2	17.64647681	0	1.761236578	0	0	High-Control
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P1	B1	1	double	NA	25/11/2012	171.7	5.7	0	0	177.4	171.7	5.7	0	0	177.4	81.00000072	352085	657284	10	3645.220522	2.35E-06	NA	NA	NA	NA	NA	NA	High-Control
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P1	B1	1	double	25/11/2012	21/06/2013	25	4.9	0	0	29.9	69.5	5.2	0	0	74.7	256.2999961	352085	657284	10	3645.220522	2.35E-06	1	79.17385645	0	2.962035049	0	0	High-Control
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P2	B1	2	double	25/11/2012	21/06/2013	10.8	2	0	0	12.8	48.6	1.4	0	0	50	256.2999961	352085	657284	10	3645.220522	2.35E-06	1	79.17385645	0	2.962035049	0	0	High-Control
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P3	B1	3	double	25/11/2012	21/06/2013	25.4	0	0	0	25.4	66.9	0	0	0	66.9	256.2999961	352085	657284	10	3645.220522	2.35E-06	1	79.17385645	0	2.962035049	0	0	High-Control
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P4	B1	4	double	25/11/2012	21/06/2013	26.3	0	0	0.8	27.1	98.8	2.2	0	0	101	256.2999961	352085	657284	10	3645.220522	2.35E-06	1	79.17385645	0	2.962035049	0	0	High-Control
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P5	B1	5	double	25/11/2012	21/06/2013	21.4	-1.5	0	0	19.9	6.2	9.7	0	1.3	17.2	256.2999961	352085	657284	10	3645.220522	2.35E-06	1	79.17385645	0	2.962035049	0	0	High-Control
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P3	B1	3	double	21/06/2013	21/11/2013	62.6	0	0	0	62.6	44.1	0	0	6.1	50.2	35.69999981	352085	657284	10	3645.220522	2.35E-06	2	17.64647681	0	1.761236578	0	0	High-Control
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P4	B1	4	double	21/06/2013	21/11/2013	77.7	7.4	3.3	0	88.4	13.4	9.7	1.9	0	25	35.69999981	352085	657284	10	3645.220522	2.35E-06	2	17.64647681	0	1.761236578	0	0	High-Control
B1Ex2	1	Exclosure	Medium	High	B1Ex2P4	B1	4	double	NA	25/11/2012	231.2	3.4	1.2	0	235.8	231.2	3.4	1.2	0	235.8	81.00000072	352085	657284	10	3645.220522	2.35E-06	NA	NA	NA	NA	NA	NA	High-Exclosure
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P2	B1	2	double	NA	25/11/2012	101.1	5.9	0	0	107	101.1	5.9	0	0	107	81.00000072	352085	657284	10	3645.220522	2.35E-06	NA	NA	NA	NA	NA	NA	High-Control
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P5	B1	5	double	NA	25/11/2012	21.2	17.9	0.6	0	39.7	21.2	17.9	0.6	0	39.7	81.00000072	352085	657284	10	3645.220522	2.35E-06	NA	NA	NA	NA	NA	NA	High-Control
B1Ex2	1	Exclosure	Medium	High	B1Ex2P1	B1	1	double	21/06/2013	21/11/2013	71.7	0	0	0	71.7	91.8	23.5	0	2.9	118.2	35.69999981	352085	657284	10	3645.220522	2.35E-06	2	17.64647681	0	1.761236578	0	0	High-Exclosure
B1Ex2	1	Exclosure	Medium	High	B1Ex2P2	B1	2	double	21/06/2013	21/11/2013	23.6	8.4	9.4	20.8	62.2	124.1	0	0	0	124.1	35.69999981	352085	657284	10	3645.220522	2.35E-06	2	17.64647681	0	1.761236578	0	0	High-Exclosure
B1Ex2	1	Exclosure	Medium	High	B1Ex2P3	B1	3	double	21/06/2013	21/11/2013	62	15.9	0	0	77.9	71.9	25.7	0	0	97.6	35.69999981	352085	657284	10	3645.220522	2.35E-06	2	17.64647681	0	1.761236578	0	0	High-Exclosure
B1Ex2	1	Exclosure	Medium	High	B1Ex2P1	B1	1	double	NA	25/11/2012	175.6	0	0	0	175.6	175.6	0	0	0	175.6	81.00000072	352085	657284	10	3645.220522	2.35E-06	NA	NA	NA	NA	NA	NA	High-Exclosure
B1Ex2	1	Exclosure	Medium	High	B1Ex2P2	B1	2	double	NA	25/11/2012	194.6	0	0	0	194.6	194.6	0	0	0	194.6	81.00000072	352085	657284	10	3645.220522	2.35E-06	NA	NA	NA	NA	NA	NA	High-Exclosure
B1Ex2	1	Exclosure	Medium	High	B1Ex2P3	B1	3	double	NA	25/11/2012	267.1	12.2	1.1	0	280.4	267.1	12.2	1.1	0	280.4	81.00000072	352085	657284	10	3645.220522	2.35E-06	NA	NA	NA	NA	NA	NA	High-Exclosure
B1Ex2	1	Exclosure	Medium	High	B1Ex2P3	B1	3	double	25/11/2012	21/06/2013	83.4	4.2	0	0	87.6	208.1	0	0	0	208.1	256.2999961	352085	657284	10	3645.220522	2.35E-06	1	79.17385645	0	2.962035049	0	0	High-Exclosure
B1Ex2	1	Exclosure	Medium	High	B1Ex2P5	B1	5	double	NA	25/11/2012	215.8	0	0	0	215.8	215.8	0	0	0	215.8	81.00000072	352085	657284	10	3645.220522	2.35E-06	NA	NA	NA	NA	NA	NA	High-Exclosure
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P3	B1	3	double	NA	25/11/2012	113.7	0	9.4	0	123.1	113.7	0	9.4	0	123.1	81.00000072	352085	657284	10	3645.220522	2.35E-06	NA	NA	NA	NA	NA	NA	High-Control
B1Ex2	1	Control	Medium	High	B1Ex2Cp1P4	B1	4	double	NA	25/11/2012	125.6	0	0	0	125.6	125.6	0	0	0	125.6	81.00000072	352085	657284	10	3645.220522	2.35E-06	NA	NA	NA	NA	NA	NA	High-Control
B1Ex2	1	Exclosure	Medium	High	B1Ex2P4	B1	4	double	21/06/2013	21/11/2013	47.9	8	0	0	55.9	22.8	14.9	2.6	1.6	41.9	35.69999981	352085	657284	10	3645.220522	2.35E-06	2	17.64647681	0	1.761236578	0	0	High-Exclosure
B1Ex2	1	Exclosure	Medium	High	B1Ex2P4	B1	4	double	25/11/2012	21/06/2013	45.9	8.4	0	0	54.3	147.9	0	0	0	147.9	256.2999961	352085	657284	10	3645.220522	2.35E-06	1	79.17385645	0	2.962035049	0	0	High-Exclosure
B1Ex2	1	Exclosure	Medium	High	B1Ex2P5	B1	5	double	25/11/2012	21/06/2013	69.8	0	3	0	72.8	63.8	0	1.8	0	65.6	256.2999961	352085	657284	10	3645.220522	2.35E-06	1	79.17385645	0	2.962035049	0	0	High-Exclosure
B1Ex2	1	Exclosure	Medium	High	B1Ex2P1	B1	1	double	25/11/2012	21/06/2013	37.9	0	0	0	37.9	110.8	0	0	0	110.8	256.2999961	352085	657284	10	3645.220522	2.35E-06	1	79.17385645	0	2.962035049	0	0	High-Exclosure
B1Ex2	1	Exclosure	Medium	High	B1Ex2P2	B1	2	double	25/11/2012	21/06/2013	53.8	0	0	10.8	64.6	66.5	0	0	23.5	90	256.2999961	352085	657284	10	3645.220522	2.35E-06	1	79.17385645	0	2.962035049	0	0	High-Exclosure
B1Ex2	1	Exclosure	Medium	High	B1Ex2P5	B1	5	double	21/06/2013	21/11/2013	51.8	0	0	0	51.8	172.9	0	1.9	12.8	187.6	35.69999981	352085	657284	10	3645.220522	2.35E-06	2	17.64647681	0	1.761236578	0	0	High-Exclosure
B2Ex1	2	Control	High	High	B2Ex1Cp1P1	B2	1	double	25/11/2012	21/06/2013	17.3	1.9	0	0	19.2	38.6	21.2	0	0	59.8	256.2999961	352814	655104	15	2391.465228	2.77E-06	1	233.2811131	87.48339025	12.5378062	0	0	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P2	B2	2	double	NA	25/11/2012	40	7.4	2.1	0	49.5	40	7.4	2.1	0	49.5	81.00000072	352814	655104	15	2391.465228	2.77E-06	NA	NA	NA	NA	NA	NA	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P4	B2	4	double	25/11/2012	21/06/2013	31.4	0	0	0	31.4	16.6	4.9	0	0	21.5	256.2999961	352814	655104	15	2391.465228	2.77E-06	1	233.2811131	87.48339025	12.5378062	0	0	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P2	B2	2	double	25/11/2012	21/06/2013	14.2	0	0	0	14.2	136.9	0	0	0	136.9	256.2999961	352814	655104	15	2391.465228	2.77E-06	1	233.2811131	87.48339025	12.5378062	0	0	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P3	B2	3	double	25/11/2012	21/06/2013	45.9	16.7	0	0	62.6	14.2	0	0	0	14.2	256.2999961	352814	655104	15	2391.465228	2.77E-06	1	233.2811131	87.48339025	12.5378062	0	0	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P1	B2	1	double	NA	25/11/2012	16.9	0	0.7	0	17.6	16.9	0	0.7	0	17.6	81.00000072	352814	655104	15	2391.465228	2.77E-06	NA	NA	NA	NA	NA	NA	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P4	B2	4	double	NA	25/11/2012	57	0	0	0	57	57	0	0	0	57	81.00000072	352814	655104	15	2391.465228	2.77E-06	NA	NA	NA	NA	NA	NA	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P5	B2	5	double	NA	25/11/2012	24.7	0	0	0	24.7	24.7	0	0	0	24.7	81.00000072	352814	655104	15	2391.465228	2.77E-06	NA	NA	NA	NA	NA	NA	High-Control
B2Ex1	2	Exclosure	High	High	B2Ex1P3	B2	3	double	25/11/2012	21/06/2013	25.2	1.2	4.7	0	31.1	128	0	0	0	128	256.2999961	352814	655104	15	2391.465228	2.77E-06	1	233.2811131	87.48339025	12.5378062	0	0	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P4	B2	4	double	25/11/2012	21/06/2013	25.9	0	1.2	0	27.1	70.6	0	0	0	70.6	256.2999961	352814	655104	15	2391.465228	2.77E-06	1	233.2811131	87.48339025	12.5378062	0	0	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P5	B2	5	double	25/11/2012	21/06/2013	52.6	0	0.7	0	53.3	90.5	0	0	0	90.5	256.2999961	352814	655104	15	2391.465228	2.77E-06	1	233.2811131	87.48339025	12.5378062	0	0	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P1	B2	1	double	21/06/2013	21/11/2013	30.6	7.4	1.8	0	39.8	68.1	0	42.7	0	110.8	35.69999981	352814	655104	15	2391.465228	2.77E-06	2	0	0	4.797275685	0	0	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P3	B2	3	double	21/06/2013	21/11/2013	54.8	10.7	4.3	0	69.8	19.2	6.4	1.1	0	26.7	35.69999981	352814	655104	15	2391.465228	2.77E-06	2	0	0	4.797275685	0	0	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P4	B2	4	double	21/06/2013	21/11/2013	64.9	0	0.8	0	65.7	26.8	3.3	0	0	30.1	35.69999981	352814	655104	15	2391.465228	2.77E-06	2	0	0	4.797275685	0	0	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P5	B2	5	double	21/06/2013	21/11/2013	62.5	0	0	0	62.5	86	0	1.6	0	87.6	35.69999981	352814	655104	15	2391.465228	2.77E-06	2	0	0	4.797275685	0	0	High-Exclosure
B2Ex1	2	Control	High	High	B2Ex1Cp1P5	B2	5	double	21/06/2013	21/11/2013	5	0	0	0	5	11.7	0	0	0	11.7	35.69999981	352814	655104	15	2391.465228	2.77E-06	2	0	0	4.797275685	0	0	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P3	B2	3	double	NA	25/11/2012	38.2	0	0	0	38.2	38.2	0	0	0	38.2	81.00000072	352814	655104	15	2391.465228	2.77E-06	NA	NA	NA	NA	NA	NA	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P5	B2	5	double	25/11/2012	21/06/2013	12.9	0	0	0	12.9	14.8	103.2	0	0	118	256.2999961	352814	655104	15	2391.465228	2.77E-06	1	233.2811131	87.48339025	12.5378062	0	0	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P1	B2	1	double	21/06/2013	21/11/2013	3.9	0	0	0	3.9	5.1	0	0	0	5.1	35.69999981	352814	655104	15	2391.465228	2.77E-06	2	0	0	4.797275685	0	0	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P2	B2	2	double	21/06/2013	21/11/2013	4.1	0	0	0	4.1	1.9	0	0	0	1.9	35.69999981	352814	655104	15	2391.465228	2.77E-06	2	0	0	4.797275685	0	0	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P3	B2	3	double	21/06/2013	21/11/2013	8.9	8.2	0	0	17.1	1.4	0	0	0	1.4	35.69999981	352814	655104	15	2391.465228	2.77E-06	2	0	0	4.797275685	0	0	High-Control
B2Ex1	2	Control	High	High	B2Ex1Cp1P4	B2	4	double	21/06/2013	21/11/2013	6.9	7	0	0	13.9	1.5	38.1	0	0	39.6	35.69999981	352814	655104	15	2391.465228	2.77E-06	2	0	0	4.797275685	0	0	High-Control
B2Ex1	2	Exclosure	High	High	B2Ex1P1	B2	1	double	NA	25/11/2012	181.7	0	3.4	0	185.1	181.7	0	3.4	0	185.1	81.00000072	352814	655104	15	2391.465228	2.77E-06	NA	NA	NA	NA	NA	NA	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P2	B2	2	double	NA	25/11/2012	46.3	0	10.6	0	56.9	46.3	0	10.6	0	56.9	81.00000072	352814	655104	15	2391.465228	2.77E-06	NA	NA	NA	NA	NA	NA	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P3	B2	3	double	NA	25/11/2012	64.3	6.3	13.3	0	83.9	64.3	6.3	13.3	0	83.9	81.00000072	352814	655104	15	2391.465228	2.77E-06	NA	NA	NA	NA	NA	NA	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P4	B2	4	double	NA	25/11/2012	116.9	0	14.3	0	131.2	116.9	0	14.3	0	131.2	81.00000072	352814	655104	15	2391.465228	2.77E-06	NA	NA	NA	NA	NA	NA	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P5	B2	5	double	NA	25/11/2012	207.4	0	0	0	207.4	207.4	0	0	0	207.4	81.00000072	352814	655104	15	2391.465228	2.77E-06	NA	NA	NA	NA	NA	NA	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P1	B2	1	double	25/11/2012	21/06/2013	20.7	8.9	0	0	29.6	38.7	14.4	0	0	53.1	256.2999961	352814	655104	15	2391.465228	2.77E-06	1	233.2811131	87.48339025	12.5378062	0	0	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P2	B2	2	double	25/11/2012	21/06/2013	13.2	0	0	1.8	15	131.7	0	0.5	0	132.2	256.2999961	352814	655104	15	2391.465228	2.77E-06	1	233.2811131	87.48339025	12.5378062	0	0	High-Exclosure
B2Ex1	2	Exclosure	High	High	B2Ex1P2	B2	2	double	21/06/2013	21/11/2013	16.1	0	4.8	0	20.9	113.8	8.9	0	0	122.7	35.69999981	352814	655104	15	2391.465228	2.77E-06	2	0	0	4.797275685	0	0	High-Exclosure
B2Ex2	2	Control	Medium	High	B2Ex2Cp1P1	B2	1	double	21/06/2013	21/11/2013	13.8	6.7	17.3	0	37.8	17.6	0	0	0	17.6	35.69999981	352253	655441	11	2975.927251	2.30E-06	2	0	0	6.87521179	0	0	High-Control
B2Ex2	2	Control	Medium	High	B2Ex2Cp1P2	B2	2	double	21/06/2013	21/11/2013	7.1	2.8	0	0	9.9	11.9	6.8	0	0	18.7	35.69999981	352253	655441	11	2975.927251	2.30E-06	2	0	0	6.87521179	0	0	High-Control
B2Ex2	2	Control	Medium	High	B2Ex2Cp1P4	B2	4	double	25/11/2012	21/06/2013	31.6	0	0	0	31.6	90.6	18.9	0	0	109.5	256.2999961	352253	655441	11	2975.927251	2.30E-06	1	17.42674922	55.00169435	2.056167915	0	0	High-Control
B2Ex2	2	Control	Medium	High	B2Ex2Cp1P5	B2	5	double	25/11/2012	21/06/2013	43.7	0	0	0	43.7	93.5	1.1	0	0	94.6	256.2999961	352253	655441	11	2975.927251	2.30E-06	1	17.42674922	55.00169435	2.056167915	0	0	High-Control
B2Ex2	2	Control	Medium	High	B2Ex2Cp1P3	B2	3	double	21/06/2013	21/11/2013	7.1	2.3	0	0	9.4	51.5	9	0	0	60.5	35.69999981	352253	655441	11	2975.927251	2.30E-06	2	0	0	6.87521179	0	0	High-Control
B2Ex2	2	Control	Medium	High	B2Ex2Cp1P4	B2	4	double	21/06/2013	21/11/2013	10.5	0	0	0	10.5	106.6	0	0	0	106.6	35.69999981	352253	655441	11	2975.927251	2.30E-06	2	0	0	6.87521179	0	0	High-Control
B2Ex2	2	Control	Medium	High	B2Ex2Cp1P5	B2	5	double	21/06/2013	21/11/2013	13.8	0	0	0	13.8	74.3	0	17.9	0	92.2	35.69999981	352253	655441	11	2975.927251	2.30E-06	2	0	0	6.87521179	0	0	High-Control
B2Ex2	2	Control	Medium	High	B2Ex2Cp1P1	B2	1	double	NA	25/11/2012	181.4	3.2	3.9	8.8	197.3	181.4	3.2	3.9	8.8	197.3	81.00000072	352253	655441	11	2975.927251	2.30E-06	NA	NA	NA	NA	NA	NA	High-Control
B2Ex2	2	Control	Medium	High	B2Ex2Cp1P2	B2	2	double	NA	25/11/2012	103	11.3	0	0	114.3	103	11.3	0	0	114.3	81.00000072	352253	655441	11	2975.927251	2.30E-06	NA	NA	NA	NA	NA	NA	High-Control
B2Ex2	2	Control	Medium	High	B2Ex2Cp1P1	B2	1	double	25/11/2012	21/06/2013	15.6	0	0	0	15.6	19.7	14.7	0	0	34.4	256.2999961	352253	655441	11	2975.927251	2.30E-06	1	17.42674922	55.00169435	2.056167915	0	0	High-Control
B2Ex2	2	Control	Medium	High	B2Ex2Cp1P2	B2	2	double	25/11/2012	21/06/2013	18.1	1.2	0	0	19.3	92	10.9	0	0	102.9	256.2999961	352253	655441	11	2975.927251	2.30E-06	1	17.42674922	55.00169435	2.056167915	0	0	High-Control
