Transect	Treatment	Livestock density	Boma.density	Plot name	Block	Plot.pair	Trt.name	Replicate	Harvest	Harvest.date	Reharvest.date	GrassNetReharvestBiomass1	DwarfShrubNetReharvestBiomass1	HerbNetReharvestBiomass1	ClimberNetReharvestBiomass1	TotalBiomass1	GrassNetReharvestBiomass0	DwarfShrubNetReharvestBiomass0	HerbNetReharvestBiomass0	ClimberNetReharvestBiomass0	TotalBiomass0	rain.mm	min_distExclosures	boma_density	Total.cumulative.biomass
1	Enclosure	High	High	B1En1P5	B1	B1	B1En1	5	double	21.6.2013	21.11.2013	110	0	0	44.5	154.5	144.7	0	0	25.1	169.8		2692.794339	3.09E-06	154.675
1	Control triangle	High	High	B1C1P1	B1	B1	B1C1	1	double	21.6.2013	21.11.2013	48.6	0	0	3.4	52	64.8	10.9	0	0	75.7		3175.447519	2.69E-06	68.55
1	Control triangle	High	High	B1C1P2	B1	B1	B1C1	2	double	21.6.2013	21.11.2013	54.1	7	0	0	61.1	114	0	0	6.7	120.7		3175.447519	2.69E-06	83.775
1	Control triangle	High	High	B1C1P3	B1	B1	B1C1	3	double	21.6.2013	21.11.2013	33.2	0	0	8.8	42	47.1	0	3.4	0	50.5		3175.447519	2.69E-06	55.125
1	Control triangle	High	High	B1C1P4	B1	B1	B1C1	4	double	21.6.2013	21.11.2013	31.3	0	0	0	31.3	66.3	0	0	0	66.3		3175.447519	2.69E-06	46.65
1	Control triangle	High	High	B1C1P5	B1	B1	B1C1	5	double	21.6.2013	21.11.2013	17	0	0	0	17	22.5	0	2.6	7.7	32.8		3175.447519	2.69E-06	25.225
1	Control	High	High	B1Ex1Cp1P1	B1	B1	B1Ex1	1	double	21.6.2013	21.11.2013	1.9	0	0	0	1.9	33.6	0	11.4	0	45	35.69999981	3094.192813	2.93E-06	23.325
1	Control	High	High	B1Ex1Cp1P2	B1	B1	B1Ex1	2	double	21.6.2013	21.11.2013	20.6	0	0	0	20.6	43.7	0	0	0	43.7	35.69999981	3094.192813	2.93E-06	27.6
1	Control	High	High	B1Ex1Cp1P3	B1	B1	B1Ex1	3	double	21.6.2013	21.11.2013	13.5	0	0	0	13.5	17	0	0	0	17	35.69999981	3094.192813	2.93E-06	16.1
1	Control	High	High	B1Ex1Cp1P4	B1	B1	B1Ex1	4	double	21.6.2013	21.11.2013	26.6	0	0	0	26.6	111.8	0	0	0	111.8	35.69999981	3094.192813	2.93E-06	63.15
1	Control	High	High	B1Ex1Cp1P5	B1	B1	B1Ex1	5	double	21.6.2013	21.11.2013	3.2	0	0	0	3.2	39.5	0	3.3	2.8	45.6	35.69999981	3094.192813	2.93E-06	24.45
1	Exclosure	Medium	High	B1Ex2P1	B1	B2	B1Ex2	1	double	21.6.2013	21.11.2013	71.7	0	0	0	71.7	91.8	23.5	0	2.9	118.2	35.69999981	3645.220522	2.35E-06	88.425
1	Exclosure	Medium	High	B1Ex2P2	B1	B2	B1Ex2	2	double	21.6.2013	21.11.2013	23.6	8.4	9.4	20.8	62.2	124.1	0	0	0	124.1	35.69999981	3645.220522	2.35E-06	92.2
1	Exclosure	Medium	High	B1Ex2P3	B1	B2	B1Ex2	3	double	21.6.2013	21.11.2013	62	15.9	0	0	77.9	71.9	25.7	0	0	97.6	35.69999981	3645.220522	2.35E-06	76.425
1	Exclosure	Medium	High	B1Ex2P4	B1	B2	B1Ex2	4	double	21.6.2013	21.11.2013	47.9	8	0	0	55.9	22.8	14.9	2.6	1.6	41.9	35.69999981	3645.220522	2.35E-06	47.95
1	Exclosure	Medium	High	B1Ex2P5	B1	B2	B1Ex2	5	double	21.6.2013	21.11.2013	51.8	0	0	0	51.8	172.9	0	1.9	12.8	187.6	35.69999981	3645.220522	2.35E-06	122.15
1	Control	Medium	High	B1Ex2Cp1P1	B1	B2	B1Ex2	1	double	21.6.2013	21.11.2013	26.7	0	0	0	26.7	63.2	0	0	0	63.2	35.69999981	3645.220522	2.35E-06	41.325
1	Control	Medium	High	B1Ex2Cp1P2	B1	B2	B1Ex2	2	double	21.6.2013	21.11.2013	92.4	8.3	11.6	0	112.3	80.6	0	0	0	80.6	35.69999981	3645.220522	2.35E-06	82.325
1	Control	Medium	High	B1Ex2Cp1P3	B1	B2	B1Ex2	3	double	21.6.2013	21.11.2013	62.6	0	0	0	62.6	44.1	0	0	6.1	50.2	35.69999981	3645.220522	2.35E-06	58.325
1	Control	Medium	High	B1Ex2Cp1P4	B1	B2	B1Ex2	4	double	21.6.2013	21.11.2013	77.7	7.4	3.3	0	88.4	13.4	9.7	1.9	0	25	35.69999981	3645.220522	2.35E-06	48.225
1	Control	Medium	High	B1Ex2Cp1P5	B1	B2	B1Ex2	5	double	21.6.2013	21.11.2013	24.3	0	0	25.4	49.7	33.9	6.6	0	0	40.5	35.69999981	3645.220522	2.35E-06	47.275
2	Exclosure	High	High	B2Ex1P1	B2	B3	B2Ex1	1	double	21.6.2013	21.11.2013	30.6	7.4	1.8	0	39.8	68.1	0	42.7	0	110.8	35.69999981	2391.465228	2.77E-06	81.575
2	Exclosure	High	High	B2Ex1P2	B2	B3	B2Ex1	2	double	21.6.2013	21.11.2013	16.1	0	4.8	0	20.9	113.8	8.9	0	0	122.7	35.69999981	2391.465228	2.77E-06	70
2	Exclosure	High	High	B2Ex1P3	B2	B3	B2Ex1	3	double	21.6.2013	21.11.2013	54.8	10.7	4.3	0	69.8	19.2	6.4	1.1	0	26.7	35.69999981	2391.465228	2.77E-06	42.9
2	Exclosure	High	High	B2Ex1P4	B2	B3	B2Ex1	4	double	21.6.2013	21.11.2013	64.9	0	0.8	0	65.7	26.8	3.3	0	0	30.1	35.69999981	2391.465228	2.77E-06	47.675
2	Exclosure	High	High	B2Ex1P5	B2	B3	B2Ex1	5	double	21.6.2013	21.11.2013	62.5	0	0	0	62.5	86	0	1.6	0	87.6	35.69999981	2391.465228	2.77E-06	83.275
2	Rodent Exclosure	High	High	B2Ex1CEx01	B2	B3	B2Ex1	6	double	21.6.2013	21.11.2013	45.3	12.6	0	0	57.9	93.2	8.8	0	0	102		2391.465228	2.77E-06	90.6
2	Rodent Exclosure	High	High	B2Ex1CEx02	B2	B3	B2Ex1	7	double	21.6.2013	21.11.2013	90	0	13	12.7	115.7	145	0	1.1	2.2	148.3		2391.465228	2.77E-06	133.25
2	Enclosure	Medium	High	B2En1P1	B2	B3	B2En1	1	double	21.6.2013	21.11.2013	99.2	0	0	0	99.2	85.5	5.1	0	0	90.6		3101.856267	2.04E-06	79.975
2	Enclosure	Medium	High	B2En1P2	B2	B3	B2En1	2	double	21.6.2013	21.11.2013	64.1	10.2	0	6	80.3	62.7	0	0	0	62.7		3101.856267	2.04E-06	71.8
2	Enclosure	Medium	High	B2En1P3	B2	B3	B2En1	3	double	21.6.2013	21.11.2013	16.9	8.2	0	0	25.1	119.3	2.3	0	18.5	140.1		3101.856267	2.04E-06	85.775
2	Enclosure	Medium	High	B2En1P4	B2	B3	B2En1	4	double	21.6.2013	21.11.2013	149.1	0	0	13.3	162.4	89.6	2.8	0	0	92.4		3101.856267	2.04E-06	98.1
2	Enclosure	Medium	High	B2En1P5	B2	B3	B2En1	5	double	21.6.2013	21.11.2013	34.7	8.5	0	4.3	47.5	68.1	16.4	0	0	84.5		3101.856267	2.04E-06	67.925
2	Control triangle	Medium	High	B2C1P1	B2	B3	B2C1	1	double	21.6.2013	21.11.2013	6	2.7	0	0	8.7	33.3	0	0	0	33.3		2938.833028	2.25E-06	20.875
2	Control triangle	Medium	High	B2C1P2	B2	B3	B2C1	2	double	21.6.2013	21.11.2013	44	0	13.1	0	57.1	38.1	0	0	0	38.1		2938.833028	2.25E-06	41.75
2	Control triangle	Medium	High	B2C1P3	B2	B3	B2C1	3	double	21.6.2013	21.11.2013	11	0	0	0	11	9.3	1.6	15.3	0	26.2		2938.833028	2.25E-06	20.675
2	Control triangle	Medium	High	B2C1P4	B2	B3	B2C1	4	double	21.6.2013	21.11.2013	16.2	6.6	0	0	22.8	12.4	1.5	0	0	13.9		2938.833028	2.25E-06	19.975
2	Control triangle	Medium	High	B2C1P5	B2	B3	B2C1	5	double	21.6.2013	21.11.2013	3.4	3.3	0	0	6.7	15.3	13.4	0	5.4	34.1		2938.833028	2.25E-06	19.175
2	Control	High	High	B2Ex1Cp1P1	B2	B3	B2Ex1	1	double	21.6.2013	21.11.2013	3.9	0	0	0	3.9	5.1	0	0	0	5.1	35.69999981	2391.465228	2.77E-06	4.575
2	Control	High	High	B2Ex1Cp1P2	B2	B3	B2Ex1	2	double	21.6.2013	21.11.2013	4.1	0	0	0	4.1	1.9	0	0	0	1.9	35.69999981	2391.465228	2.77E-06	2.2
2	Control	High	High	B2Ex1Cp1P3	B2	B3	B2Ex1	3	double	21.6.2013	21.11.2013	8.9	8.2	0	0	17.1	1.4	0	0	0	1.4	35.69999981	2391.465228	2.77E-06	9.375
2	Control	High	High	B2Ex1Cp1P4	B2	B3	B2Ex1	4	double	21.6.2013	21.11.2013	6.9	7	0	0	13.9	1.5	38.1	0	0	39.6	35.69999981	2391.465228	2.77E-06	25.775
2	Control	High	High	B2Ex1Cp1P5	B2	B3	B2Ex1	5	double	21.6.2013	21.11.2013	5	0	0	0	5	11.7	0	0	0	11.7	35.69999981	2391.465228	2.77E-06	9.125
2	Exclosure	Medium	High	B2Ex2P1	B2	B4	B2Ex2	1	double	21.6.2013	21.11.2013	43.2	4.8	0	0	48	127.9	8	0	0	135.9	35.69999981	2975.927251	2.30E-06	93.525
2	Exclosure	Medium	High	B2Ex2P2	B2	B4	B2Ex2	2	double	21.6.2013	21.11.2013	32.6	0	0	0	32.6	104.2	0	11.8	0	116	35.69999981	2975.927251	2.30E-06	76.75
2	Exclosure	Medium	High	B2Ex2P3	B2	B4	B2Ex2	3	double	21.6.2013	21.11.2013	31	0	53.6	0	84.6	95.3	0	15.3	0	110.6	35.69999981	2975.927251	2.30E-06	87.35
2	Exclosure	Medium	High	B2Ex2P4	B2	B4	B2Ex2	4	double	21.6.2013	21.11.2013	26.6	13.2	0	0	39.8	83.3	9.9	6.5	14.9	114.6	35.69999981	2975.927251	2.30E-06	78.775
2	Exclosure	Medium	High	B2Ex2P5	B2	B4	B2Ex2	5	double	21.6.2013	21.11.2013	19	2.5	0	2.8	24.3	113.9	0	0	7.5	121.4	35.69999981	2975.927251	2.30E-06	73.675
2	Control	Medium	High	B2Ex2Cp1P1	B2	B4	B2Ex2	1	double	21.6.2013	21.11.2013	13.8	6.7	17.3	0	37.8	17.6	0	0	0	17.6	35.69999981	2975.927251	2.30E-06	19.475
2	Control	Medium	High	B2Ex2Cp1P2	B2	B4	B2Ex2	2	double	21.6.2013	21.11.2013	7.1	2.8	0	0	9.9	11.9	6.8	0	0	18.7	35.69999981	2975.927251	2.30E-06	14.425
2	Control	Medium	High	B2Ex2Cp1P3	B2	B4	B2Ex2	3	double	21.6.2013	21.11.2013	7.1	2.3	0	0	9.4	51.5	9	0	0	60.5	35.69999981	2975.927251	2.30E-06	41.425
2	Control	Medium	High	B2Ex2Cp1P4	B2	B4	B2Ex2	4	double	21.6.2013	21.11.2013	10.5	0	0	0	10.5	106.6	0	0	0	106.6	35.69999981	2975.927251	2.30E-06	75.95
2	Control	Medium	High	B2Ex2Cp1P5	B2	B4	B2Ex2	5	double	21.6.2013	21.11.2013	13.8	0	0	0	13.8	74.3	0	17.9	0	92.2	35.69999981	2975.927251	2.30E-06	63.175
3	Exclosure	High	Low	B3Ex1P1	B3	B5	B3Ex1	1	double	21.6.2013	21.11.2013	16.1	0	54.4	0	70.5	24.8	0	8.7	0	33.5	36.09999943	2342.85544	1.42E-06	43.775
3	Exclosure	High	Low	B3Ex1P2	B3	B5	B3Ex1	2	double	21.6.2013	21.11.2013	22.8	0	0	0	22.8	27.2	0	0	0	27.2	36.09999943	2342.85544	1.42E-06	29.25
3	Exclosure	High	Low	B3Ex1P3	B3	B5	B3Ex1	3	double	21.6.2013	21.11.2013	27.4	0	11.5	0	38.9	24.2	0	2.9	0	27.1	36.09999943	2342.85544	1.42E-06	33.775
3	Exclosure	High	Low	B3Ex1P4	B3	B5	B3Ex1	4	double	21.6.2013	21.11.2013	28.9	0	2.4	0	31.3	37.1	0	6.4	0	43.5	36.09999943	2342.85544	1.42E-06	43.125
3	Exclosure	High	Low	B3Ex1P5	B3	B5	B3Ex1	5	double	21.6.2013	21.11.2013	7.9	0	28	0	35.9	48.7	0	0	0	48.7	36.09999943	2342.85544	1.42E-06	46.4
3	Rodent Exclosure	High	Low	B3Ex1Cex01	B3	B5	B3Ex1	6	double	21.6.2013	21.11.2013	88.6	0	4.5	0	93.1	59.6	0	2.1	0	61.7		2342.85544	1.42E-06	61.25
3	Rodent Exclosure	High	Low	B3Ex1Cex02	B3	B5	B3Ex1	7	double	21.6.2013	21.11.2013	38.4	5	0	0	43.4	43.5	0	0	0	43.5		2342.85544	1.42E-06	54.675
3	Control	High	Low	B3Ex1Cp1p1	B3	B5	B3Ex1	1	double	21.6.2013	21.11.2013	18.9	0	12.1	0	31	13.2	0	28.7	0	41.9	36.09999943	2342.85544	1.42E-06	37.3
3	Control	High	Low	B3Ex1Cp1p2	B3	B5	B3Ex1	2	double	21.6.2013	21.11.2013	12.8	0	0	0	12.8	89.7	0	3	0	92.7	36.09999943	2342.85544	1.42E-06	58.025
3	Control	High	Low	B3Ex1Cp1p3	B3	B5	B3Ex1	3	double	21.6.2013	21.11.2013	16.4	0	45.7	0	62.1	4.9	5.8	22.8	0	33.5	36.09999943	2342.85544	1.42E-06	42.375
3	Control	High	Low	B3Ex1Cp1p4	B3	B5	B3Ex1	4	double	21.6.2013	21.11.2013	18.7	0	23.8	0	42.5	4.6	0	7.1	0	11.7	36.09999943	2342.85544	1.42E-06	23.45
3	Control	High	Low	B3Ex1Cp1p5	B3	B5	B3Ex1	5	double	21.6.2013	21.11.2013	13.1	16.3	19.6	0	49	16.1	0	13.2	0	29.3	36.09999943	2342.85544	1.42E-06	32.675
3	Control triangle	High	Low	B3C1P1	B3	B5	B3C1	1	double	21.6.2013	21.11.2013	9.8	0	5.4	0	15.2	11.8	0	12.3	0	24.1		2496.454481	1.47E-06	20.05
3	Control triangle	High	Low	B3C1P2	B3	B5	B3C1	2	double	21.6.2013	21.11.2013	20.6	0	0	0	20.6	13.8	0	0	0	13.8		2496.454481	1.47E-06	14.275
3	Control triangle	High	Low	B3C1P3	B3	B5	B3C1	3	double	21.6.2013	21.11.2013	8.3	0	0	0	8.3	43.1	0	0	0	43.1		2496.454481	1.47E-06	27.8
3	Control triangle	High	Low	B3C1P4	B3	B5	B3C1	4	double	21.6.2013	21.11.2013	9.6	0	15.2	0	24.8	5.8	0	0	0	5.8		2496.454481	1.47E-06	14.05
3	Control triangle	High	Low	B3C1P5	B3	B5	B3C1	5	double	21.6.2013	21.11.2013	9	0	10.1	0	19.1	6.3	0	17.8	0	24.1		2496.454481	1.47E-06	26.6
3	Enclosure	High	Low	B3En1P1	B3	B5	B3En1	1	double	21.6.2013	21.11.2013	44.3	5.8	0	0	50.1	37.2	4.2	0	0	41.4		2019.719985	1.22E-06	45
3	Enclosure	High	Low	B3En1P2	B3	B5	B3En1	2	double	21.6.2013	21.11.2013	65.4	0	12	0	77.4	57.4	0	4.4	0	61.8		2019.719985	1.22E-06	63.95
3	Enclosure	High	Low	B3En1P3	B3	B5	B3En1	3	double	21.6.2013	21.11.2013	188.6	0	0	0	188.6	88.8	0	0	0	88.8		2019.719985	1.22E-06	119.9
3	Enclosure	High	Low	B3En1P4	B3	B5	B3En1	4	double	21.6.2013	21.11.2013	62.9	13.9	0	0	76.8	219.2	0	11.8	0	231		2019.719985	1.22E-06	141.8
3	Enclosure	High	Low	B3En1P5	B3	B5	B3En1	5	double	21.6.2013	21.11.2013	50.9	44.4	0	0	95.3	98.3	0	3.5	0	101.8		2019.719985	1.22E-06	87.9
3	Exclosure	Medium	Low	B3Ex2P1	B3	B6	B3Ex2	1	double	21.6.2013	21.11.2013	18.3	28.4	0	0	46.7	55.2	19.2	0	20.8	95.2	36.09999943	2308.957475	1.24E-06	69.75
3	Exclosure	Medium	Low	B3Ex2P2	B3	B6	B3Ex2	2	double	21.6.2013	21.11.2013	71.1	1.7	0	0	72.8	20.7	24	0	0	44.7	36.09999943	2308.957475	1.24E-06	54.95
3	Exclosure	Medium	Low	B3Ex2P3	B3	B6	B3Ex2	3	double	21.6.2013	21.11.2013	15.1	3.8	0	0	18.9	110.8	8.8	0	0	119.6	36.09999943	2308.957475	1.24E-06	88
3	Exclosure	Medium	Low	B3Ex2P4	B3	B6	B3Ex2	4	double	21.6.2013	21.11.2013	17.7	41.1	0	0	58.8	106.6	5.7	0	0	112.3	36.09999943	2308.957475	1.24E-06	84.6
3	Exclosure	Medium	Low	B3Ex2P5	B3	B6	B3Ex2	5	double	21.6.2013	21.11.2013	24.6	0	0	2.4	27	65.7	0	0	2.8	68.5	36.09999943	2308.957475	1.24E-06	50.25
3	Control	Medium	Low	B3Ex2Cp1P1	B3	B6	B3Ex2	1	double	21.6.2013	21.11.2013	11	0	0	0	11	30	7.6	0	0	37.6	36.09999943	2308.957475	1.24E-06	25.15
3	Control	Medium	Low	B3Ex2Cp1P2	B3	B6	B3Ex2	2	double	21.6.2013	21.11.2013	9.1	0	0	0	9.1	44.3	0	0	0	44.3	36.09999943	2308.957475	1.24E-06	28.475
3	Control	Medium	Low	B3Ex2Cp1P3	B3	B6	B3Ex2	3	double	21.6.2013	21.11.2013	4.3	0	0	0	4.3	8.1	0	0	0	8.1	36.09999943	2308.957475	1.24E-06	8.225
3	Control	Medium	Low	B3Ex2Cp1P4	B3	B6	B3Ex2	4	double	21.6.2013	21.11.2013	16.6	0	0	0	16.6	17.3	0	0	0	17.3	36.09999943	2308.957475	1.24E-06	14
3	Control	Medium	Low	B3Ex2Cp1P5	B3	B6	B3Ex2	5	double	21.6.2013	21.11.2013	8.5	0	0	0	8.5	17.2	0	3.1	0	20.3	36.09999943	2308.957475	1.24E-06	13.85
3	Exclosure	Low	Low	B4Ex1P1	B4	B7	B4Ex1	1	double	21.6.2013	21.11.2013	43.2	0	32.5	0	75.7	157.7	0	0	0	157.7	30.5999999	2514.430436	8.36E-07	122.7
3	Exclosure	Low	Low	B4Ex1P2	B4	B7	B4Ex1	2	double	21.6.2013	21.11.2013	5.8	6.3	40	0	52.1	136.8	2.7	0	0	139.5	30.5999999	2514.430436	8.36E-07	92.05
3	Exclosure	Low	Low	B4Ex1P3	B4	B7	B4Ex1	3	double	21.6.2013	21.11.2013	58.3	0	8.2	0	66.5	84.9	13.4	6.3	0	104.6	30.5999999	2514.430436	8.36E-07	77.95
3	Exclosure	Low	Low	B4Ex1P4	B4	B7	B4Ex1	4	double	21.6.2013	21.11.2013	74.5	0	0	0	74.5	93.6	0	0	2.2	95.8	30.5999999	2514.430436	8.36E-07	91.35
3	Exclosure	Low	Low	B4Ex1P5	B4	B7	B4Ex1	5	double	21.6.2013	21.11.2013	107.4	0	0	0	107.4	123.5	0	0	24.7	148.2	30.5999999	2514.430436	8.36E-07	120.325
3	Control	Low	Low	B4Ex1Cp1P1	B4	B7	B4Ex1	1	double	21.6.2013	21.11.2013	34.5	0	12.8	0	47.3	76.4	0	73.4	0	149.8	30.5999999	2514.430436	8.36E-07	106.825
3	Control	Low	Low	B4Ex1Cp1P2	B4	B7	B4Ex1	2	double	21.6.2013	21.11.2013	34.2	0	4.1	7.6	45.9	50.6	0	21	0	71.6	30.5999999	2514.430436	8.36E-07	63.525
3	Control	Low	Low	B4Ex1Cp1P3	B4	B7	B4Ex1	3	double	21.6.2013	21.11.2013	12	8.6	22.1	0	42.7	46.4	0	33.9	0	80.3	30.5999999	2514.430436	8.36E-07	62.05
3	Control	Low	Low	B4Ex1Cp1P4	B4	B7	B4Ex1	4	double	21.6.2013	21.11.2013	21.9	0	38.5	0	60.4	62.8	0	22.9	0	85.7	30.5999999	2514.430436	8.36E-07	69.2
3	Control	Low	Low	B4Ex1Cp1P5	B4	B7	B4Ex1	5	double	21.6.2013	21.11.2013	45.7	36.4	0	0	82.1	76.1	0	24.2	0	100.3	30.5999999	2514.430436	8.36E-07	74.225
2	Exclosure	Low	Low	B5Ex1P1	B5	B8	B5Ex1	1	double	21.6.2013	21.11.2013	172.5	0	0	15.3	187.8	97.6	44.8	0	24.3	166.7	30.5999999	4412.834768	1.47E-06	147.4
2	Exclosure	Low	Low	B5Ex1P2	B5	B8	B5Ex1	2	double	21.6.2013	21.11.2013	224.4	0	0	0	224.4	151.9	18.5	0	4.3	174.7	30.5999999	4412.834768	1.47E-06	197.75
2	Exclosure	Low	Low	B5Ex1P3	B5	B8	B5Ex1	3	double	21.6.2013	21.11.2013	112.2	0	0	0	112.2	98.5	0	3.2	0	101.7	30.5999999	4412.834768	1.47E-06	95.8
2	Exclosure	Low	Low	B5Ex1P4	B5	B8	B5Ex1	4	double	21.6.2013	21.11.2013	58.2	0	7.5	2.5	68.2	117.5	0	0	0	117.5	30.5999999	4412.834768	1.47E-06	91
2	Exclosure	Low	Low	B5Ex1P5	B5	B8	B5Ex1	5	double	21.6.2013	21.11.2013	127	0	4	0	131	65.2	12.3	0	0	77.5	30.5999999	4412.834768	1.47E-06	86.175
2	Control	Low	Low	B5Ex1Cp1P1	B5	B8	B5Ex1	1	double	21.6.2013	21.11.2013	58.2	0	0	0	58.2	99.2	0	0	12.9	112.1	30.5999999	4412.834768	1.47E-06	77.95
2	Control	Low	Low	B5Ex1Cp1P2	B5	B8	B5Ex1	2	double	21.6.2013	21.11.2013	72.5	0	0	3.3	75.8	267.9	0	0	63.2	331.1	30.5999999	4412.834768	1.47E-06	192.775
2	Control	Low	Low	B5Ex1Cp1P3	B5	B8	B5Ex1	3	double	21.6.2013	21.11.2013	71.1	0	6.3	0	77.4	119.8	0	0	1.4	121.2	30.5999999	4412.834768	1.47E-06	102.275
2	Control	Low	Low	B5Ex1Cp1P4	B5	B8	B5Ex1	4	double	21.6.2013	21.11.2013	139.2	0	0	0	139.2	178	0	0	0	178	30.5999999	4412.834768	1.47E-06	155.275
2	Control	Low	Low	B5Ex1Cp1P5	B5	B8	B5Ex1	5	double	21.6.2013	21.11.2013	83.9	0	0	0	83.9	160.2	0	2.8	8.5	171.5	30.5999999	4412.834768	1.47E-06	125.375
1	Exclosure	Low	Low	B6Ex1P1	B6	B9	B6Ex1	1	double	21.6.2013	21.11.2013	117.4	0	6.2	0	123.6	94.7	0	16.4	16.9	128	34.29999971	5663.614548	1.10E-06	114.95
1	Exclosure	Low	Low	B6Ex1P2	B6	B9	B6Ex1	2	double	21.6.2013	21.11.2013	67.6	10.7	8.2	0	86.5	79.2	2.6	4.6	0	86.4	34.29999971	5663.614548	1.10E-06	71.825
1	Exclosure	Low	Low	B6Ex1P3	B6	B9	B6Ex1	3	double	21.6.2013	21.11.2013	117.4	14.6	0	0	132	94.5	2.4	0	0	96.9	34.29999971	5663.614548	1.10E-06	93.175
1	Exclosure	Low	Low	B6Ex1P4	B6	B9	B6Ex1	4	double	21.6.2013	21.11.2013	279.2	0	0	0	279.2	168.2	0	9.2	0	177.4	34.29999971	5663.614548	1.10E-06	192.65
1	Exclosure	Low	Low	B6Ex1P5	B6	B9	B6Ex1	5	double	21.6.2013	21.11.2013	61.7	0	0	8.6	70.3	159	17.7	14.2	5.4	196.3	34.29999971	5663.614548	1.10E-06	133.1
1	Control	Low	Low	B6Ex1Cp1P1	B6	B9	B6Ex1	1	double	21.6.2013	21.11.2013	18.7	15.9	0	0	34.6	102.4	0	2.8	0	105.2	34.29999971	5663.614548	1.10E-06	82.075
1	Control	Low	Low	B6Ex1Cp1P2	B6	B9	B6Ex1	2	double	21.6.2013	21.11.2013	122.5	7.1	0	0	129.6	103.1	0	1.9	0	105	34.29999971	5663.614548	1.10E-06	116.75
1	Control	Low	Low	B6Ex1Cp1P3	B6	B9	B6Ex1	3	double	21.6.2013	21.11.2013	58.7	6.9	0	3.9	69.5	104.3	0	0	0	104.3	34.29999971	5663.614548	1.10E-06	91.275
1	Control	Low	Low	B6Ex1Cp1P4	B6	B9	B6Ex1	4	double	21.6.2013	21.11.2013	40.6	7.2	0	0	47.8	55.8	7	56.3	3	122.1	34.29999971	5663.614548	1.10E-06	82.6
1	Control	Low	Low	B6Ex1Cp1P5	B6	B9	B6Ex1	5	double	21.6.2013	21.11.2013	35.2	3.2	0	8	46.4		10.1	39.9	3.1	104.1	34.29999971	5663.614548	1.10E-06	72.525
1	Exclosure	High	High	B1Ex1P1	B1	B1	B1Ex1	1	single		21.6.2013	136.2	1.4	0	0	137.6	136.2	1.4	0	0	137.6	0	3094.192813	2.93E-06	
1	Exclosure	High	High	B1Ex1P2	B1	B1	B1Ex1	2	single		21.6.2013	81.3	0	0	0	81.3	81.3	0	0	0	81.3	0	3094.192813	2.93E-06	
1	Exclosure	High	High	B1Ex1P3	B1	B1	B1Ex1	3	single		21.6.2013	181.7	0	1.5	0	183.2	181.7	0	1.5	0	183.2	0	3094.192813	2.93E-06	
1	Exclosure	High	High	B1Ex1P4	B1	B1	B1Ex1	4	single		21.6.2013	64.3	0	0	0	64.3	64.3	0	0	0	64.3	0	3094.192813	2.93E-06	
1	Exclosure	High	High	B1Ex1P5	B1	B1	B1Ex1	5	single		21.6.2013	64.5	5.5	0	0	70	64.5	5.5	0	0	70	0	3094.192813	2.93E-06	
1	Rodent Exclosure	High	High	B1Ex1CEx01	B1	B1	B1Ex1	6	single		21.6.2013	1.7	74.1	0	1.1	76.9	1.7	74.1	0	1.1	76.9	0	3094.192813	2.93E-06	
1	Rodent Exclosure	High	High	B1Ex1CEx02	B1	B1	B1Ex1	7	single		21.6.2013	0	82.1	0	1.1	83.2	0	82.1	0	1.1	83.2	0	3094.192813	2.93E-06	
1	Enclosure	High	High	B1En1P1	B1	B1	B1En1	1	single		21.6.2013	81.5	0	16	0	97.5	81.5	0	16	0	97.5	0	2692.794339	3.09E-06	
1	Enclosure	High	High	B1En1P2	B1	B1	B1En1	2	single		21.6.2013	78.8	0	0	0	78.8	78.8	0	0	0	78.8	0	2692.794339	3.09E-06	
1	Enclosure	High	High	B1En1P3	B1	B1	B1En1	3	single		21.6.2013	137.9	0	0	9.1	147	137.9	0	0	9.1	147	0	2692.794339	3.09E-06	
1	Enclosure	High	High	B1En1P4	B1	B1	B1En1	4	single		21.6.2013	69.8	12.4	0	0	82.2	69.8	12.4	0	0	82.2	0	2692.794339	3.09E-06	
1	Enclosure	High	High	B1En1P5	B1	B1	B1En1	5	single		21.6.2013	90.6	0	1.4	2.7	94.7	90.6	0	1.4	2.7	94.7	0	2692.794339	3.09E-06	
1	Control triangle	High	High	B1C1P1	B1	B1	B1C1	1	single		21.6.2013	0	59.7	0	0	59.7	0	59.7	0	0	59.7	0	3175.447519	2.69E-06	
1	Control triangle	High	High	B1C1P2	B1	B1	B1C1	2	single		21.6.2013	0	67.7	3.4	0	71.1	0	67.7	3.4	0	71.1	0	3175.447519	2.69E-06	
1	Control triangle	High	High	B1C1P3	B1	B1	B1C1	3	single		21.6.2013	1.7	22	3.7	0	27.4	1.7	22	3.7	0	27.4	0	3175.447519	2.69E-06	
1	Control triangle	High	High	B1C1P4	B1	B1	B1C1	4	single		21.6.2013	5	13	2.9	0	20.9	5	13	2.9	0	20.9	0	3175.447519	2.69E-06	
1	Control triangle	High	High	B1C1P5	B1	B1	B1C1	5	single		21.6.2013	0	56.4	0	0	56.4	0	56.4	0	0	56.4	0	3175.447519	2.69E-06	
1	Control	High	High	B1Ex1Cp1P1	B1	B1	B1Ex1	1	single		21.6.2013	81.9	0	0	0	81.9	81.9	0	0	0	81.9	0	3094.192813	2.93E-06	
