Transect	Treatment	Livestock density	Boma.density	Plot name	Block	Plot.pair	Trt.name	Replicate	Harvest	Harvest.date	Reharvest.date	GrassNetReharvestBiomass1	DwarfShrubNetReharvestBiomass1	HerbNetReharvestBiomass1	ClimberNetReharvestBiomass1	TotalBiomass1	GrassNetReharvestBiomass0	DwarfShrubNetReharvestBiomass0	HerbNetReharvestBiomass0	ClimberNetReharvestBiomass0	TotalBiomass0	rain.mm	min_distExclosures	boma_density	Total.cumulative.biomass
1	Rodent Exclosure	High	High	B1Ex1CEx01	B1	B1	B1Ex1	6	double	25.11.2012	21.6.2013	43.8	0	1.6	5	50.4	74.1	0	1.1	0	75.2		3094.192813	2.93E-06	69
1	Rodent Exclosure	High	High	B1Ex1CEx02	B1	B1	B1Ex1	7	double	25.11.2012	21.6.2013	23.2	0	0	0	23.2	82.1	0	1.1	0	83.2		3094.192813	2.93E-06	68.2
1	Enclosure	High	High	B1En1P1	B1	B1	B1En1	1	double	25.11.2012	21.6.2013	35.9	0	5.1	0	41	81.5	0	16	0	97.5		2692.794339	3.09E-06	83.375
1	Enclosure	High	High	B1En1P2	B1	B1	B1En1	2	double	25.11.2012	21.6.2013	8.1	0	0	0	8.1	78.8	0	0	0	78.8		2692.794339	3.09E-06	61.125
1	Enclosure	High	High	B1En1P3	B1	B1	B1En1	3	double	25.11.2012	21.6.2013	43.8	0	2.3	1.2	47.3	137.9	0	0	9.1	147		2692.794339	3.09E-06	122.075
1	Enclosure	High	High	B1En1P4	B1	B1	B1En1	4	double	25.11.2012	21.6.2013	36	0	0	0	36	69.8	12.4	0	0	82.2		2692.794339	3.09E-06	70.65
1	Enclosure	High	High	B1En1P5	B1	B1	B1En1	5	double	25.11.2012	21.6.2013	51.4	0	0	14.7	66.1	90.6	0	1.4	2.7	94.7		2692.794339	3.09E-06	87.55
1	Control triangle	High	High	B1C1P1	B1	B1	B1C1	1	double	25.11.2012	21.6.2013	30.9	0	0	0	30.9	59.7	0	0	0	59.7		3175.447519	2.69E-06	52.5
1	Control triangle	High	High	B1C1P2	B1	B1	B1C1	2	double	25.11.2012	21.6.2013	11.5	0	0	0	11.5	67.7	3.4	0	0	71.1		3175.447519	2.69E-06	56.2
1	Control triangle	High	High	B1C1P3	B1	B1	B1C1	3	double	25.11.2012	21.6.2013	12.4	0	0	0	12.4	22	3.7	0	0	25.7		3175.447519	2.69E-06	22.375
1	Control triangle	High	High	B1C1P4	B1	B1	B1C1	4	double	25.11.2012	21.6.2013	4.9	6.8	0	0	11.7	13	2.9	0	18.8	34.7		3175.447519	2.69E-06	28.95
1	Control triangle	High	High	B1C1P5	B1	B1	B1C1	5	double	25.11.2012	21.6.2013	16.9	0	0	0	16.9	56.4	0	0	1	57.4		3175.447519	2.69E-06	47.275
1	Control	High	High	B1Ex1Cp1P1	B1	B1	B1Ex1	1	double	25.11.2012	21.6.2013	26.3	0	0	0	26.3	81.9	0	0	0	81.9	256.2999961	3094.192813	2.93E-06	68
1	Control	High	High	B1Ex1Cp1P2	B1	B1	B1Ex1	2	double	25.11.2012	21.6.2013	28.6	0	0	0	28.6	111.3	1.9	0.7	0	113.9	256.2999961	3094.192813	2.93E-06	92.575
1	Control	High	High	B1Ex1Cp1P3	B1	B1	B1Ex1	3	double	25.11.2012	21.6.2013	27.9	0	0	0	27.9	48.7	10.4	0	0	59.1	256.2999961	3094.192813	2.93E-06	51.3
1	Control	High	High	B1Ex1Cp1P4	B1	B1	B1Ex1	4	double	25.11.2012	21.6.2013	46.4	0	0	0	46.4	100	0	0	1.2	101.2	256.2999961	3094.192813	2.93E-06	87.5
1	Control	High	High	B1Ex1Cp1P5	B1	B1	B1Ex1	5	double	25.11.2012	21.6.2013	31.6	0	0	0	31.6	150.1	0	1.7	0	151.8	256.2999961	3094.192813	2.93E-06	121.75
1	Exclosure	Medium	High	B1Ex2P1	B1	B2	B1Ex2	1	double	25.11.2012	21.6.2013	37.9	0	0	0	37.9	110.8	0	0	0	110.8	256.2999961	3645.220522	2.35E-06	92.575
1	Exclosure	Medium	High	B1Ex2P2	B1	B2	B1Ex2	2	double	25.11.2012	21.6.2013	53.8	0	0	10.8	64.6	66.5	0	0	23.5	90	256.2999961	3645.220522	2.35E-06	83.65
1	Exclosure	Medium	High	B1Ex2P3	B1	B2	B1Ex2	3	double	25.11.2012	21.6.2013	83.4	4.2	0	0	87.6	208.1	0	0	0	208.1	256.2999961	3645.220522	2.35E-06	177.975
1	Exclosure	Medium	High	B1Ex2P4	B1	B2	B1Ex2	4	double	25.11.2012	21.6.2013	45.9	8.4	0	0	54.3	147.9	0	0	0	147.9	256.2999961	3645.220522	2.35E-06	124.5
1	Exclosure	Medium	High	B1Ex2P5	B1	B2	B1Ex2	5	double	25.11.2012	21.6.2013	69.8	0	3	0	72.8	63.8	0	1.8	0	65.6	256.2999961	3645.220522	2.35E-06	67.4
1	Control	Medium	High	B1Ex2Cp1P1	B1	B2	B1Ex2	1	double	25.11.2012	21.6.2013	25	4.9	0	0	29.9	69.5	5.2	0	0	74.7	256.2999961	3645.220522	2.35E-06	63.5
1	Control	Medium	High	B1Ex2Cp1P2	B1	B2	B1Ex2	2	double	25.11.2012	21.6.2013	10.8	2	0	0	12.8	48.6	1.4	0	0	50	256.2999961	3645.220522	2.35E-06	40.7
1	Control	Medium	High	B1Ex2Cp1P3	B1	B2	B1Ex2	3	double	25.11.2012	21.6.2013	25.4	0	0	0	25.4	66.9	0	0	0	66.9	256.2999961	3645.220522	2.35E-06	56.525
1	Control	Medium	High	B1Ex2Cp1P4	B1	B2	B1Ex2	4	double	25.11.2012	21.6.2013	26.3	0	0	0.8	27.1	98.8	2.2	0	0	101	256.2999961	3645.220522	2.35E-06	82.525
1	Control	Medium	High	B1Ex2Cp1P5	B1	B2	B1Ex2	5	double	25.11.2012	21.6.2013	21.4	-1.5	0	0	19.9	6.2	9.7	0	1.3	17.2	256.2999961	3645.220522	2.35E-06	17.875
2	Exclosure	High	High	B2Ex1P1	B2	B3	B2Ex1	1	double	25.11.2012	21.6.2013	20.7	8.9	0	0	29.6	38.7	14.4	0	0	53.1	256.2999961	2391.465228	2.77E-06	47.225
2	Exclosure	High	High	B2Ex1P2	B2	B3	B2Ex1	2	double	25.11.2012	21.6.2013	13.2	0	0	1.8	15	131.7	0	0.5	0	132.2	256.2999961	2391.465228	2.77E-06	102.9
2	Exclosure	High	High	B2Ex1P3	B2	B3	B2Ex1	3	double	25.11.2012	21.6.2013	25.2	1.2	4.7	0	31.1	128	0	0	0	128	256.2999961	2391.465228	2.77E-06	103.775
2	Exclosure	High	High	B2Ex1P4	B2	B3	B2Ex1	4	double	25.11.2012	21.6.2013	25.9	0	1.2	0	27.1	70.6	0	0	0	70.6	256.2999961	2391.465228	2.77E-06	59.725
2	Exclosure	High	High	B2Ex1P5	B2	B3	B2Ex1	5	double	25.11.2012	21.6.2013	52.6	0	0.7	0	53.3	90.5	0	0	0	90.5	256.2999961	2391.465228	2.77E-06	81.2
2	Rodent Exclosure	High	High	B2Ex1CEx01	B2	B3	B2Ex1	6	double	25.11.2012	21.6.2013	116	0	0	0	116	215.2	0	0	0	215.2		2391.465228	2.77E-06	190.4
2	Rodent Exclosure	High	High	B2Ex1CEx02	B2	B3	B2Ex1	7	double	25.11.2012	21.6.2013	13.9	0	2.7	0	16.6	111.1	0	3	0	114.1		2391.465228	2.77E-06	89.725
2	Enclosure	Medium	High	B2En1P1	B2	B3	B2En1	1	double	25.11.2012	21.6.2013	26	7.8	0	0	33.8	206.4	1.6	0	0	208		3101.856267	2.04E-06	164.45
2	Enclosure	Medium	High	B2En1P2	B2	B3	B2En1	2	double	25.11.2012	21.6.2013	39.2	19.7	0	0	58.9	128.5	5.1	0	0	133.6		3101.856267	2.04E-06	114.925
2	Enclosure	Medium	High	B2En1P3	B2	B3	B2En1	3	double	25.11.2012	21.6.2013	66	2.4	0	0	68.4	91.3	9.4	0	0	100.7		3101.856267	2.04E-06	92.625
2	Enclosure	Medium	High	B2En1P4	B2	B3	B2En1	4	double	25.11.2012	21.6.2013	25.6	4.8	0	3.6	34	142.5	0	0	11.9	154.4		3101.856267	2.04E-06	124.3
2	Enclosure	Medium	High	B2En1P5	B2	B3	B2En1	5	double	25.11.2012	21.6.2013	32.6	0	0	0	32.6	115.2	11.4	0	0	126.6		3101.856267	2.04E-06	103.1
2	Control triangle	Medium	High	B2C1P1	B2	B3	B2C1	1	double	25.11.2012	21.6.2013	31	0	0	0	31	40	0	0	0	40		2938.833028	2.25E-06	37.75
2	Control triangle	Medium	High	B2C1P2	B2	B3	B2C1	2	double	25.11.2012	21.6.2013	17.6	0	0	6.1	23.7	130.1	0	0	0	130.1		2938.833028	2.25E-06	103.5
2	Control triangle	Medium	High	B2C1P3	B2	B3	B2C1	3	double	25.11.2012	21.6.2013	26.7	4.4	0	0	31.1	198.5	3.7	0	0	202.2		2938.833028	2.25E-06	159.425
2	Control triangle	Medium	High	B2C1P4	B2	B3	B2C1	4	double	25.11.2012	21.6.2013	12.2	14	0	0	26.2	38.7	0	2.9	0	41.6		2938.833028	2.25E-06	37.75
2	Control triangle	Medium	High	B2C1P5	B2	B3	B2C1	5	double	25.11.2012	21.6.2013	16.1	0	0	0	16.1	62.9	0	0	0	62.9		2938.833028	2.25E-06	51.2
2	Control	High	High	B2Ex1Cp1P1	B2	B3	B2Ex1	1	double	25.11.2012	21.6.2013	17.3	1.9	0	0	19.2	38.6	21.2	0	0	59.8	256.2999961	2391.465228	2.77E-06	49.65
2	Control	High	High	B2Ex1Cp1P2	B2	B3	B2Ex1	2	double	25.11.2012	21.6.2013	14.2	0	0	0	14.2	136.9	0	0	0	136.9	256.2999961	2391.465228	2.77E-06	106.225
2	Control	High	High	B2Ex1Cp1P3	B2	B3	B2Ex1	3	double	25.11.2012	21.6.2013	45.9	16.7	0	0	62.6	14.2	0	0	0	14.2	256.2999961	2391.465228	2.77E-06	26.3
2	Control	High	High	B2Ex1Cp1P4	B2	B3	B2Ex1	4	double	25.11.2012	21.6.2013	31.4	0	0	0	31.4	16.6	4.9	0	0	21.5	256.2999961	2391.465228	2.77E-06	23.975
2	Control	High	High	B2Ex1Cp1P5	B2	B3	B2Ex1	5	double	25.11.2012	21.6.2013	12.9	0	0	0	12.9	14.8	103.2	0	0	118	256.2999961	2391.465228	2.77E-06	91.725
2	Exclosure	Medium	High	B2Ex2P1	B2	B4	B2Ex2	1	double	25.11.2012	21.6.2013	51	1.4	0	0	52.4	130.3	4.6	0	0	134.9	256.2999961	2975.927251	2.30E-06	114.275
2	Exclosure	Medium	High	B2Ex2P2	B2	B4	B2Ex2	2	double	25.11.2012	21.6.2013	39.6	0	0	0	39.6	181.1	0	0	0	181.1	256.2999961	2975.927251	2.30E-06	145.725
2	Exclosure	Medium	High	B2Ex2P3	B2	B4	B2Ex2	3	double	25.11.2012	21.6.2013	51.1	0	0	0	51.1	61.7	1.8	0	0	63.5	256.2999961	2975.927251	2.30E-06	60.4
2	Exclosure	Medium	High	B2Ex2P4	B2	B4	B2Ex2	4	double	25.11.2012	21.6.2013	24.6	0	9.6	0	34.2	122.8	0.4	0	21.7	144.9	256.2999961	2975.927251	2.30E-06	117.225
2	Exclosure	Medium	High	B2Ex2P5	B2	B4	B2Ex2	5	double	25.11.2012	21.6.2013	24.3	0	0	0	24.3	80.4	7	0	19.6	107	256.2999961	2975.927251	2.30E-06	86.325
2	Control	Medium	High	B2Ex2Cp1P1	B2	B4	B2Ex2	1	double	25.11.2012	21.6.2013	15.6	0	0	0	15.6	19.7	14.7	0	0	34.4	256.2999961	2975.927251	2.30E-06	29.7
2	Control	Medium	High	B2Ex2Cp1P2	B2	B4	B2Ex2	2	double	25.11.2012	21.6.2013	18.1	1.2	0	0	19.3	92	10.9	0	0	102.9	256.2999961	2975.927251	2.30E-06	82
2	Control	Medium	High	B2Ex2Cp1P3	B2	B4	B2Ex2	3	double	25.11.2012	21.6.2013	33.6	3	0	0	36.6	75.3	0	0	0	75.3	256.2999961	2975.927251	2.30E-06	65.625
2	Control	Medium	High	B2Ex2Cp1P4	B2	B4	B2Ex2	4	double	25.11.2012	21.6.2013	31.6	0	0	0	31.6	90.6	18.9	0	0	109.5	256.2999961	2975.927251	2.30E-06	90.025
2	Control	Medium	High	B2Ex2Cp1P5	B2	B4	B2Ex2	5	double	25.11.2012	21.6.2013	43.7	0	0	0	43.7	93.5	1.1	0	0	94.6	256.2999961	2975.927251	2.30E-06	81.875
3	Exclosure	High	Low	B3Ex1P1	B3	B5	B3Ex1	1	double	25.11.2012	21.6.2013	47.7	0	0	0	47.7	53.9	0	1.7	0	55.6	246.599999	2342.85544	1.42E-06	53.625
3	Exclosure	High	Low	B3Ex1P2	B3	B5	B3Ex1	2	double	25.11.2012	21.6.2013	18.2	14.2	0	0	32.4	83.6	0	0	0	83.6	246.599999	2342.85544	1.42E-06	70.8
3	Exclosure	High	Low	B3Ex1P3	B3	B5	B3Ex1	3	double	25.11.2012	21.6.2013	22.5	0	0	0	22.5	104.3	0	0	0	104.3	246.599999	2342.85544	1.42E-06	83.85
3	Exclosure	High	Low	B3Ex1P4	B3	B5	B3Ex1	4	double	25.11.2012	21.6.2013	20	0	0	0	20	94.6	0	0	0	94.6	246.599999	2342.85544	1.42E-06	75.95
3	Exclosure	High	Low	B3Ex1P5	B3	B5	B3Ex1	5	double	25.11.2012	21.6.2013	16.7	0	35.1	0	51.8	117.3	0	25.3	0	142.6	246.599999	2342.85544	1.42E-06	119.9
3	Rodent Exclosure	High	Low	B3Ex1Cex01	B3	B5	B3Ex1	6	double	25.11.2012	21.6.2013	38.1	0	0	0	38.1	76.4	0	6.3	0	82.7		2342.85544	1.42E-06	71.55
3	Rodent Exclosure	High	Low	B3Ex1Cex02	B3	B5	B3Ex1	7	double	25.11.2012	21.6.2013	15.9	0	0	0	15.9	83.3	1.7	0	0	85		2342.85544	1.42E-06	67.725
3	Control	High	Low	B3Ex1Cp1p1	B3	B5	B3Ex1	1	double	25.11.2012	21.6.2013	11.1	0	9.9	0	21	48.1	0	4.2	0	52.3	246.599999	2342.85544	1.42E-06	44.475
3	Control	High	Low	B3Ex1Cp1p2	B3	B5	B3Ex1	2	double	25.11.2012	21.6.2013	6.6	0	17.2	0	23.8	14.6	0	0	0	14.6	246.599999	2342.85544	1.42E-06	16.9
3	Control	High	Low	B3Ex1Cp1p3	B3	B5	B3Ex1	3	double	25.11.2012	21.6.2013	0	42.2	0	0	42.2	3	0	0	0	3	246.599999	2342.85544	1.42E-06	12.8
3	Control	High	Low	B3Ex1Cp1p4	B3	B5	B3Ex1	4	double	25.11.2012	21.6.2013	11.6	9.6	0	0	21.2	35	0	4.6	0	39.6	246.599999	2342.85544	1.42E-06	35
3	Control	High	Low	B3Ex1Cp1p5	B3	B5	B3Ex1	5	double	25.11.2012	21.6.2013	6.5	8.2	0	0	14.7	0	30.6	30.2	6.9	67.7	246.599999	2342.85544	1.42E-06	54.45
3	Control triangle	High	Low	B3C1P1	B3	B5	B3C1	1	double	25.11.2012	21.6.2013	4.1	2.8	0	0	6.9	20.1	12.5	0	0	32.6		2496.454481	1.47E-06	26.175
3	Control triangle	High	Low	B3C1P2	B3	B5	B3C1	2	double	25.11.2012	21.6.2013	19.2	0	11.7	0	30.9	92.9	0	0	0	92.9		2496.454481	1.47E-06	77.4
3	Control triangle	High	Low	B3C1P3	B3	B5	B3C1	3	double	25.11.2012	21.6.2013	4.1	0	0	0	4.1	11.9	0	4.4	0	16.3		2496.454481	1.47E-06	13.25
3	Control triangle	High	Low	B3C1P4	B3	B5	B3C1	4	double	25.11.2012	21.6.2013	23.5	10.5	0	0	34	17.3	17.2	0	0	34.5		2496.454481	1.47E-06	34.375
3	Control triangle	High	Low	B3C1P5	B3	B5	B3C1	5	double	25.11.2012	21.6.2013	18.2	14.2	0	0	32.4	17.4	28.8	0	0	46.2		2496.454481	1.47E-06	42.75
3	Enclosure	High	Low	B3En1P1	B3	B5	B3En1	1	double	25.11.2012	21.6.2013	17	9.1	0	0	26.1	69.9	0	3.3	0	73.2		2019.719985	1.22E-06	61.425
3	Enclosure	High	Low	B3En1P2	B3	B5	B3En1	2	double	25.11.2012	21.6.2013	26.1	8.3	4.6	0	39	64	0	13.4	0	77.4		2019.719985	1.22E-06	67.8
3	Enclosure	High	Low	B3En1P3	B3	B5	B3En1	3	double	25.11.2012	21.6.2013	58.8	0	0	0	58.8	88.7	0	7.5	0	96.2		2019.719985	1.22E-06	86.85
3	Enclosure	High	Low	B3En1P4	B3	B5	B3En1	4	double	25.11.2012	21.6.2013	14.2	8.9	0	0	23.1	61.9	17.7	0	0	79.6		2019.719985	1.22E-06	65.475
3	Enclosure	High	Low	B3En1P5	B3	B5	B3En1	5	double	25.11.2012	21.6.2013	25.3	0	40.8	0	66.1	108.3	0	22	0	130.3		2019.719985	1.22E-06	114.25
3	Exclosure	Medium	Low	B3Ex2P1	B3	B6	B3Ex2	1	double	25.11.2012	21.6.2013	47	6.9	0	0	53.9	20.7	24.8	0	0	45.5	246.599999	2308.957475	1.24E-06	47.6
3	Exclosure	Medium	Low	B3Ex2P2	B3	B6	B3Ex2	2	double	25.11.2012	21.6.2013	30.4	20.8	0	4.4	55.6	97.6	1.5	0	0	99.1	246.599999	2308.957475	1.24E-06	88.225
3	Exclosure	Medium	Low	B3Ex2P3	B3	B6	B3Ex2	3	double	25.11.2012	21.6.2013	38.4	3.4	0	0	41.8	31.9	0	0	11.3	43.2	246.599999	2308.957475	1.24E-06	42.85
3	Exclosure	Medium	Low	B3Ex2P4	B3	B6	B3Ex2	4	double	25.11.2012	21.6.2013	25	11.7	0	0	36.7	51.1	40.1	0	0	91.2	246.599999	2308.957475	1.24E-06	77.575
3	Exclosure	Medium	Low	B3Ex2P5	B3	B6	B3Ex2	5	double	25.11.2012	21.6.2013	63.6	0	0	0	63.6	78	0	0	0	78	246.599999	2308.957475	1.24E-06	74.4
3	Control	Medium	Low	B3Ex2Cp1P1	B3	B6	B3Ex2	1	double	25.11.2012	21.6.2013	13.1	0	0	0	13.1	0	0	0	0	0	246.599999	2308.957475	1.24E-06	3.275
3	Control	Medium	Low	B3Ex2Cp1P2	B3	B6	B3Ex2	2	double	25.11.2012	21.6.2013	18.9	0	0	0	18.9	22.3	0	0	0	22.3	246.599999	2308.957475	1.24E-06	21.45
3	Control	Medium	Low	B3Ex2Cp1P3	B3	B6	B3Ex2	3	double	25.11.2012	21.6.2013	7.8	0	0	0	7.8	7.1	0	0	0	7.1	246.599999	2308.957475	1.24E-06	7.275
3	Control	Medium	Low	B3Ex2Cp1P4	B3	B6	B3Ex2	4	double	25.11.2012	21.6.2013	17.8	0	0	0	17.8	7.3	0	0	0	7.3	246.599999	2308.957475	1.24E-06	9.925
3	Control	Medium	Low	B3Ex2Cp1P5	B3	B6	B3Ex2	5	double	25.11.2012	21.6.2013	10.4	0	0	0	10.4	16.1	14.7	6.5	0	37.3	246.599999	2308.957475	1.24E-06	30.575
3	Exclosure	Low	Low	B4Ex1P1	B4	B7	B4Ex1	1	double	25.11.2012	21.6.2013	76.9	9.4	3.7	3.8	93.8	53.6	0	19.9	0	73.5	257.1999999	2514.430436	8.36E-07	78.575
3	Exclosure	Low	Low	B4Ex1P2	B4	B7	B4Ex1	2	double	25.11.2012	21.6.2013	25	3.3	4.7	0	33	21.2	7.9	0	0	29.1	257.1999999	2514.430436	8.36E-07	30.075
3	Exclosure	Low	Low	B4Ex1P3	B4	B7	B4Ex1	3	double	25.11.2012	21.6.2013	64.3	0	0	0	64.3	58.2	7.6	2	0	67.8	257.1999999	2514.430436	8.36E-07	66.925
3	Exclosure	Low	Low	B4Ex1P4	B4	B7	B4Ex1	4	double	25.11.2012	21.6.2013	62.5	0	0	0	62.5	144.8	0	0	0	144.8	257.1999999	2514.430436	8.36E-07	124.225
3	Exclosure	Low	Low	B4Ex1P5	B4	B7	B4Ex1	5	double	25.11.2012	21.6.2013	92.6	0	2.5	6	101.1	103.7	0	0	15.2	118.9	257.1999999	2514.430436	8.36E-07	114.45
3	Control	Low	Low	B4Ex1Cp1P1	B4	B7	B4Ex1	1	double	25.11.2012	21.6.2013	14.3	0	5	5.6	24.9	70.4	0	19.9	0	90.3	257.1999999	2514.430436	8.36E-07	73.95
3	Control	Low	Low	B4Ex1Cp1P2	B4	B7	B4Ex1	2	double	25.11.2012	21.6.2013	21.3	0	15.3	6.9	43.5	25.9	0	16.2	0	42.1	257.1999999	2514.430436	8.36E-07	42.45
3	Control	Low	Low	B4Ex1Cp1P3	B4	B7	B4Ex1	3	double	25.11.2012	21.6.2013	20	0	23.2	3.8	47	34.9	0	33.4	0	68.3	257.1999999	2514.430436	8.36E-07	62.975
3	Control	Low	Low	B4Ex1Cp1P4	B4	B7	B4Ex1	4	double	25.11.2012	21.6.2013	9.3	29.1	0	24	62.4	78.8	15.3	0	6.8	100.9	257.1999999	2514.430436	8.36E-07	91.275
3	Control	Low	Low	B4Ex1Cp1P5	B4	B7	B4Ex1	5	double	25.11.2012	21.6.2013	6.3	36.6	0	19.7	62.6	25.2	0	14.7	6.3	46.2	257.1999999	2514.430436	8.36E-07	50.3
2	Exclosure	Low	Low	B5Ex1P1	B5	B8	B5Ex1	1	double	25.11.2012	21.6.2013	20.9	0	0	0	20.9	190	0	0	0	190	257.1999999	4412.834768	1.47E-06	147.725
2	Exclosure	Low	Low	B5Ex1P2	B5	B8	B5Ex1	2	double	25.11.2012	21.6.2013	77.6	0	0	0	77.6	437.8	0	0	0	437.8	257.1999999	4412.834768	1.47E-06	347.75
2	Exclosure	Low	Low	B5Ex1P3	B5	B8	B5Ex1	3	double	25.11.2012	21.6.2013	40.1	0	0	19.4	59.5	151.5	0	0	0	151.5	257.1999999	4412.834768	1.47E-06	128.5
2	Exclosure	Low	Low	B5Ex1P4	B5	B8	B5Ex1	4	double	25.11.2012	21.6.2013	39.4	0	0	0	39.4	113.3	0	0	0	113.3	257.1999999	4412.834768	1.47E-06	94.825
2	Exclosure	Low	Low	B5Ex1P5	B5	B8	B5Ex1	5	double	25.11.2012	21.6.2013	0	0	0	18	18	217.2	0	0	0	217.2	257.1999999	4412.834768	1.47E-06	167.4
2	Control	Low	Low	B5Ex1Cp1P1	B5	B8	B5Ex1	1	double	25.11.2012	21.6.2013	39.9	0	0	0	39.9	54.8	0	0	0	54.8	257.1999999	4412.834768	1.47E-06	51.075
2	Control	Low	Low	B5Ex1Cp1P2	B5	B8	B5Ex1	2	double	25.11.2012	21.6.2013	33.8	0	0	0	33.8	37.4	0	0	10	47.4	257.1999999	4412.834768	1.47E-06	44
2	Control	Low	Low	B5Ex1Cp1P3	B5	B8	B5Ex1	3	double	25.11.2012	21.6.2013	34	0	0	0	34	23.4	0	0	5.3	28.7	257.1999999	4412.834768	1.47E-06	30.025
2	Control	Low	Low	B5Ex1Cp1P4	B5	B8	B5Ex1	4	double	25.11.2012	21.6.2013	58.5	0	0	0	58.5	47.1	0	0	0	47.1	257.1999999	4412.834768	1.47E-06	49.95
2	Control	Low	Low	B5Ex1Cp1P5	B5	B8	B5Ex1	5	double	25.11.2012	21.6.2013	103.1	0	0	0	103.1	76.9	0	0	2.9	79.8	257.1999999	4412.834768	1.47E-06	85.625
1	Exclosure	Low	Low	B6Ex1P1	B6	B9	B6Ex1	1	double	25.11.2012	21.6.2013	148.9	0	0	0	148.9	124.5	0	0	0	124.5	244.4000027	5663.614548	1.10E-06	130.6
1	Exclosure	Low	Low	B6Ex1P2	B6	B9	B6Ex1	2	double	25.11.2012	21.6.2013	12.3	38	0	0	50.3	24.8	66.8	0	0	91.6	244.4000027	5663.614548	1.10E-06	81.275
1	Exclosure	Low	Low	B6Ex1P3	B6	B9	B6Ex1	3	double	25.11.2012	21.6.2013	10.9	0	0	0	10.9	48.8	24.3	0	0	73.1	244.4000027	5663.614548	1.10E-06	57.55
1	Exclosure	Low	Low	B6Ex1P4	B6	B9	B6Ex1	4	double	25.11.2012	21.6.2013	69.6	0	1.5	0	71.1	118.7	0	0	0	118.7	244.4000027	5663.614548	1.10E-06	106.8
1	Exclosure	Low	Low	B6Ex1P5	B6	B9	B6Ex1	5	double	25.11.2012	21.6.2013	38.5	0	0	1.9	40.4	90.8	0	0	24.8	115.6	244.4000027	5663.614548	1.10E-06	96.8
1	Control	Low	Low	B6Ex1Cp1P1	B6	B9	B6Ex1	1	double	25.11.2012	21.6.2013	60.1	4.8	0	23.7	88.6	46.4	26	0	13.3	85.7	244.4000027	5663.614548	1.10E-06	86.425
1	Control	Low	Low	B6Ex1Cp1P2	B6	B9	B6Ex1	2	double	25.11.2012	21.6.2013	67.3	21.1	0	0	88.4	63.2	19.6	8.2	0	91	244.4000027	5663.614548	1.10E-06	90.35
1	Control	Low	Low	B6Ex1Cp1P3	B6	B9	B6Ex1	3	double	25.11.2012	21.6.2013	74.9	0	26.9	0	101.8	108.6	6	0	0	114.6	244.4000027	5663.614548	1.10E-06	111.4
1	Control	Low	Low	B6Ex1Cp1P4	B6	B9	B6Ex1	4	double	25.11.2012	21.6.2013	34.6	11.4	0	0	46	90.3	15.9	2.3	0	108.5	244.4000027	5663.614548	1.10E-06	92.875
1	Control	Low	Low	B6Ex1Cp1P5	B6	B9	B6Ex1	5	double	25.11.2012	21.6.2013	34.9	16.4	2.7	0	54	44.8	20.1	0	0	64.9	244.4000027	5663.614548	1.10E-06	62.175
1	Exclosure	High	High	B1Ex1P1	B1	B1	B1Ex1	1	double	21.6.2013	21.11.2013	26.6	0	0	1.8	28.4	75.1	0	0	0	75.1	35.69999981	3094.192813	2.93E-06	52.1
1	Exclosure	High	High	B1Ex1P2	B1	B1	B1Ex1	2	double	21.6.2013	21.11.2013	14.4	0	0	0	14.4	79.3	0	2.9	3.5	85.7	35.69999981	3094.192813	2.93E-06	52.425
1	Exclosure	High	High	B1Ex1P3	B1	B1	B1Ex1	3	double	21.6.2013	21.11.2013	35.7	0	0	0	35.7	73.7	62.5	0	0	136.2	35.69999981	3094.192813	2.93E-06	81.275
1	Exclosure	High	High	B1Ex1P4	B1	B1	B1Ex1	4	double	21.6.2013	21.11.2013	12.6	0	0	3.4	16	66.2	7.2	2.1	0	75.5	35.69999981	3094.192813	2.93E-06	45.15
1	Exclosure	High	High	B1Ex1P5	B1	B1	B1Ex1	5	double	21.6.2013	21.11.2013	17	0	0	4	21	69	0	0	3.4	72.4	35.69999981	3094.192813	2.93E-06	47.025
1	Rodent Exclosure	High	High	B1Ex1CEx01	B1	B1	B1Ex1	6	double	21.6.2013	21.11.2013	74.3	0	0	35.8	110.1	71.6	0	0	4	75.6		3094.192813	2.93E-06	79.225
1	Rodent Exclosure	High	High	B1Ex1CEx02	B1	B1	B1Ex1	7	double	21.6.2013	21.11.2013	72.2	0	0	20.1	92.3	86.6	0	0	0	86.6		3094.192813	2.93E-06	87.925
1	Enclosure	High	High	B1En1P1	B1	B1	B1En1	1	double	21.6.2013	21.11.2013	169	0	0	0	169	200.9	0	10.3	31.6	242.8		2692.794339	3.09E-06	181
1	Enclosure	High	High	B1En1P2	B1	B1	B1En1	2	double	21.6.2013	21.11.2013	46.5	0	4.7	7.7	58.9	80.1	0	3.5	12.2	95.8		2692.794339	3.09E-06	72.025
1	Enclosure	High	High	B1En1P3	B1	B1	B1En1	3	double	21.6.2013	21.11.2013	81.9	0	0	9.2	91.1	68.5	0	4.3	17.1	89.9		2692.794339	3.09E-06	87.175
1	Enclosure	High	High	B1En1P4	B1	B1	B1En1	4	double	21.6.2013	21.11.2013	47.3	22.1	0	0	69.4	125.1	0	3.6	32.9	161.6		2692.794339	3.09E-06	122.725
